CODIGO_CONGLOMERADO_CLIENTE,month,VENTA_TOTAL
10254766351,7,77.2730436
10254766351,8,50.8347826
10254766351,10,0.0
10254768206,1,5354.420305400005
10254768206,2,9403.7986099
10254768206,3,11747.946607699985
10254768206,4,9791.381218100001
10254768206,5,8018.402347599998
10254768206,6,4882.204348000006
10254768206,7,13033.206262400014
10254768206,8,10487.885044700002
10254768206,9,4120.952870200001
10254768206,10,12032.932783399989
10254768206,11,12994.572175399993
10254768206,12,14039.245480300011
10254946988,2,757.901218
10254946988,3,1028.2104341
10254946988,4,207.2130432
10254946988,5,496.4153047
10254946988,6,883.5521742999999
10254946988,7,526.3600003
10254946988,9,626.8017393
10254946988,10,374.86939149999995
10254946988,11,578.8979133
10254946988,12,205.98869549999998
10255159114,5,165.24782589999995
10255254729,2,1225.4278256999996
10255254729,6,551.5817391999999
10255254729,7,775.4175649
10255254729,12,612.8897396
10255282609,1,845.6645222
10255282609,3,732.4347826999999
10255282609,4,505.67304359999997
10255282609,5,2856.4967801000003
10255282609,6,464.241044
10255282609,7,1348.8859133999997
10255282609,8,860.8201746
10255282609,9,464.87043489999996
10255282609,10,514.8890438999999
10255282609,11,4324.449914899998
10255363595,1,114.9043479
10255363595,2,374.04782620000003
10255363595,3,492.469565
10255363595,4,977.5434782
10255363595,6,1741.6478257999997
10255363595,7,0.0
10255363595,9,945.6391306
10255363595,11,1522.4695649999999
10255363595,12,372.9478259
10255470537,2,250.57043450000003
10255470537,3,-250.57043450000003
10255532206,2,139.2043479
10255532206,3,125.32173909999999
10255532206,7,575.2486955
10255532206,9,289.4826088
10255532206,10,173.03478270000002
10255532206,11,211.84782609999996
10255532206,12,0.0
10255833681,9,144.7652172
10255957223,3,3230.8913041000005
10255957223,5,1307.0304350999997
10255957223,6,3858.9749568000007
10255957223,7,2730.8991307
10255957223,11,7987.911567199998
10256303928,2,195.7652174
10256303928,11,222.0892173
10256309039,2,289.4608697
10256309039,3,269.23478229999995
10256309039,4,1359.0913025999998
10256309039,6,3.552713678800501e-15
10256309039,7,97.20869569999998
10256309039,8,470.45826099999994
10256309039,9,585.9565216999999
10256309039,10,507.9139131
10256309039,12,295.3086958
10256321055,1,2547.8972180000005
10256321055,2,5278.1059129
10256321055,3,3941.2869557000004
10256321055,4,4349.781043699998
10256321055,5,4833.8669568000005
10256321055,6,3397.335391900001
10256321055,7,3735.9947827999995
10256321055,8,6439.799826599997
10256321055,9,4050.308694600001
10256321055,10,7208.454783000003
10256321055,11,6427.3288708
10256321055,12,5346.535565900002
10256368906,2,296.6391304
10256368906,3,1103.6652173999998
10256368906,4,146.9869565
10256368906,5,88.41304339999999
10256368906,6,1291.4973914999998
10256368906,7,255.88086949999996
10256368906,8,516.1521738
10256368906,9,472.67739119999993
10256368906,10,115.85652180000002
10256368906,11,264.7921737
10256368906,12,173.9069566
10256376208,11,214.93426069999995
10256401296,1,395.0078262
10256401296,6,424.1086957
10256401296,10,388.3365219
10256401296,11,-179.3817392
10256629131,7,1189.6521739
10256629131,10,2177.6869565
10256900748,9,323.0739128999999
10256949763,1,7500.060348000003
10256949763,2,12011.583306199995
10256949763,3,8287.491477400003
10256949763,4,8209.943305499997
10256949763,5,3874.7478253999984
10256949763,6,4984.024347799999
10256949763,7,6804.688783200001
10256949763,8,10052.342608000012
10256949763,9,2218.3421734
10256949763,10,6555.055956800002
10256949763,11,8711.8528692
10256949763,12,16360.882262100004
10256957073,1,162.0956524
10257166444,1,225.4001739
10257166444,2,308.89956499999994
10257166444,3,150.77391279999995
10257166444,4,983.3373904999996
10257166444,5,305.97130459999994
10257166444,6,300.92173919999993
10257166444,7,285.4158262000001
10257166444,8,175.7869565
10257166444,10,503.42104299999994
10257166444,11,554.9369570000001
10257166444,12,243.78260879999996
10257306688,1,487.20939130000005
10257306688,2,162.8686955
10257306688,6,531.8130435
10257306688,7,159.3173914
10257306688,9,0.0
10257306688,10,243.60886959999993
10257307391,11,239.34434799999997
10257312386,3,1530.4111302
10257312386,4,156.8826087
10257312386,5,600.0113044
10257312386,6,518.8203479999999
10257312386,7,121.6608696
10257312386,8,228.5391305
10257312386,9,343.39478280000003
10257312386,10,1411.6411309999996
10257312386,11,690.7008695000001
10257312386,12,1310.0676521000003
10257368811,1,506.29043500000006
10257368811,2,934.6100003000001
10257368811,3,350.5043477
10257368811,4,352.170435
10257368811,5,151.88260889999998
10257368811,6,379.57478259999993
10257368811,7,293.81086960000005
10257368811,8,616.9495653
10257368811,9,329.33826079999994
10257368811,10,174.19565229999998
10257368811,11,436.22652160000007
10257368811,12,546.7510437999999
10257401010,1,4360.0869566
10257401010,2,959.1826087999998
10257401010,4,2032.9956521
10257401010,6,5570.1695651
10257401010,8,5893.234782300001
10257401010,9,506.93913050000003
10257401010,11,9575.573912999998
10257401010,12,2949.6217392000003
10257404884,4,307.6382608999999
10257404884,5,-307.6382608999999
10257404884,6,144.7652173
10257404884,7,289.53739129999997
10257404884,9,144.76695660000001
10257404884,11,921.5229570000001
10257404884,12,280.4943478999999
10257437341,2,176.9191304
10257437341,3,450.42347830000006
10257437341,4,39.04347829999999
10257437341,5,832.3739116999997
10257437341,6,184.04347829999998
10257437341,8,222.6017391
10257437341,10,416.36565200000007
10257437341,11,626.7826091000001
10257437341,12,140.0
10257486791,2,350.2382608
10257545127,2,146.678261
10257545127,4,101.8782609
10257545127,5,166.4478262
10257545127,7,115.50608699999998
10257545127,8,78.73304350000001
10257545127,9,90.4826088
10257545127,12,91.8330435
10257549947,5,354.5217391
10257561084,1,1006.9173909999998
10257561084,3,209.6826087
10257561084,4,268.9652171
10257561084,10,1569.5217394000001
10257621532,3,3192.9643478
10257621532,4,443.0260869
10257621532,5,1931.7782609000003
10257621532,7,1940.8930432
10257621532,8,1039.9869566
10257621532,9,1059.1652171
10257621532,10,3829.6965223000007
10257621532,12,1716.9426088000005
10257660635,8,212.36869559999997
10257660635,12,424.5365219999999
10257834374,1,1091.9847821999997
10257834374,2,1688.440695899999
10257834374,3,1560.6782607999996
10257834374,4,2894.538086300001
10257834374,5,2838.230433600001
10257834374,6,940.7430439
10257834374,7,2078.5434772999993
10257834374,8,3862.8026086000013
10257834374,9,2207.6671304999995
10257834374,10,2706.7791304
10257834374,11,2505.1441741
10257834374,12,2891.0448695
10257843381,2,0.0
10257843381,3,452.2130432
10257843381,4,818.6517386
10257843381,5,193.7782609
10257843381,6,2969.3417385000016
10257843381,7,696.8421738000001
10257843381,9,479.94347819999996
10257843381,10,197.6365216
10257843381,11,1464.5965218999997
10257843381,12,697.5083482
10257905387,1,1105.4391304
10257905387,2,1863.5260869999997
10257905387,3,1839.6347825
10257905387,4,2151.8391307
10257905387,5,126.7608696
10257905387,6,1233.6130437000002
10257905387,7,1160.0521737
10257905387,9,175.78695649999997
10257905387,10,1105.4478260999997
10257905387,11,666.1130433999999
10257905387,12,1073.152174
10257920904,1,519.5626086
10257983914,6,115.48695649999999
10258020931,7,147.4530435
10258020931,12,92.6739131
10258023981,10,3232.0078275999977
10258023981,11,609.035652
10258023981,12,1881.2269575999987
10258060305,1,1593.3766957999997
10258060305,2,1717.8386964999995
10258060305,3,5363.8934769000025
10258060305,4,1333.4521737999999
10258060305,5,1446.3686957999994
10258060305,6,5248.262609099998
10258060305,7,2871.4086961999997
10258060305,8,2016.2254779999996
10258060305,9,2959.0560876999984
10258060305,10,2361.3930437
10258060305,11,5239.321391699999
10258060305,12,3754.218869700001
10258084905,5,2294.908694899999
10258084905,6,255.4043478
10258164267,6,2749.169565899998
10258164267,7,1194.3660875
10258164267,11,1518.3478259999995
10258164267,12,1498.5511316999998
10258179604,11,2856.4695653999997
10258186988,7,103.74130430000001
10258207616,4,133.8217392
10258207616,5,289.45095669999995
10258207616,7,161.1869567
10258207616,8,-161.1869567
10258207616,9,68.7043478
10258207616,10,203.4228695
10258207616,11,197.53391309999998
10258252433,1,930.9130427999999
10258252433,2,447.9173915000001
10258252433,3,1894.1869565999993
10258252433,4,2308.253043399999
10258252433,6,936.7252175
10258252433,7,1994.895652299999
10258252433,8,3405.1182614999993
10258252433,10,128.4043479
10258252433,12,3068.178262499998
10258290289,1,198.0826084
10258290289,2,379.97739119999994
10258290289,4,406.97113060000004
10258317071,2,1388.5217391
10258317071,3,233.1521739
10258317071,4,1717.720348299999
10258317071,5,1902.8869564000006
10258317071,6,138.08695649999999
10258317071,7,2122.1200876
10258317071,9,1958.3047839000008
10258317071,10,1632.4754804000004
10258317071,11,1923.3321751000003
10258317071,12,0.0
10258352624,5,103.1956522
10258418722,10,442.6973913999999
10258418722,11,398.2739132
10258418722,12,911.2878265000002
10258419869,5,7427.0826089
10258419869,7,427.44347830000004
10258419869,8,7.105427357601002e-15
10258429635,1,894.7086956
10258429635,2,136.1173912
10258429635,4,175.7869565
10258429635,6,177.25217399999997
10258429635,7,146.826087
10258429635,9,668.7686954
10266006450,2,318.31739129999994
10266103595,1,4725.852173000001
10266103595,2,2809.573912799999
10266103595,3,1030.3565216
10266103595,4,4035.8086959
10266103595,5,1201.834782
10266103595,6,866.8869564999998
10266103595,7,802.8695651
10266103595,8,1273.2826086
10266103595,9,396.1913041
10266103595,10,469.0608694
10266103595,11,1727.1478260000004
10266144933,1,3567.2782607999984
10266144933,3,240.02608679999997
10266144933,4,731.1956520000001
10266144933,8,2334.0391304
10266144933,11,738.6652171999999
10266144933,12,855.930435
10266288358,1,554.8173912
10266288358,5,438.34347829999996
10266288358,7,351.40000000000003
10266288358,8,1306.9739129999998
10266340155,1,691.3739129
10266340155,2,1365.1869565000002
10266340155,3,766.9521742000001
10266340155,4,2657.8173913
10266340155,5,1354.1782611999997
10266340155,6,1098.0
10266340155,7,725.1869567
10266340155,8,2044.3347828000003
10266340155,9,1350.9434781999994
10266340155,10,962.3478259999999
10266340155,11,3307.421739100001
10266340155,12,1039.847826
10266620816,10,395.29999999999995
10266844536,1,1926.8608684000003
10266844536,2,1273.7086963999998
10266844536,3,622.6043476000001
10266844536,4,1462.7391299999995
10266844536,5,867.6260862
10266844536,6,1478.6695660000003
10266844536,7,1045.5086939000005
10266844536,8,476.43913039999995
10266844536,9,618.5695664000001
10266844536,10,1203.8956510000005
10266844536,11,1117.8782617
10266844536,12,956.2739139000003
10266903931,2,1373.4217392
10266903931,3,510.7000005000001
10266903931,4,587.8521738999999
10266903931,5,709.408696
10266903931,6,959.2434784999999
10266903931,7,421.7695649
10266903931,8,1052.0826089999998
10266903931,9,1290.3695654000005
10266903931,11,395.62173920000004
10266913741,1,329.0173912
10266913741,4,276.4347826
10266913741,6,263.8695653
10266913741,8,346.66521739999996
10266913741,10,502.60869579999996
10266913741,11,211.09565209999997
10266936066,2,745.8782597999999
10266936066,3,1544.5869564
10266936066,7,1305.6478261000002
10266936066,9,913.9173913999999
10266942139,1,0.0
10266942139,3,405.2913043
10266942139,11,398.68260880000014
10266942139,12,56.052173999999994
10267199561,1,2137.3391307999996
10267199561,3,1878.1608695
10267199561,4,1196.5652174000002
10267199561,5,749.2826087999999
10267199561,6,881.8043478999999
10267199561,7,707.1304346999998
10267199561,8,793.7043481000001
10267199561,10,1389.6565217
10267199561,11,502.5739131
10267237099,1,3053.0478261999997
10267237099,2,0.0
10267237099,4,2100.3173917
10267237099,6,4497.300000000001
10267237099,7,463.8652174
10267237099,8,4171.9347831999985
10267237099,10,1084.6043478000004
10267237099,11,0.0
10267237099,12,1613.4173913999998
10267376684,7,258.4652171
10267376684,8,664.890435
10267376684,9,187.5234784
10267376684,11,864.0608687999996
10267376684,12,1102.1260866999999
10269239617,2,6380.760869200001
10269239617,5,3577.6304351999993
10269239617,7,10653.182608600002
10269239617,9,4890.373913
10269239617,10,46.24347829999999
10269239617,11,4769.908696199998
10269239617,12,1846.2782605999998
10269501460,2,1216.2826086
10269501460,3,337.9869565
10269501460,4,711.1521744999999
10269501460,7,1289.0739137
10269532748,4,1893.1956521000009
10269532748,6,904.1478256000001
10269592767,1,1085.8478251999998
10269592767,5,334.00000009999997
10270409097,5,1808.1826082000002
10270409097,6,1569.2391304999999
10270409097,7,0.0
10270588838,6,1612.382608
10270588838,12,739.8069565999997
10270802333,1,3125.569565
10270802333,7,2558.6217393000006
10270802333,12,1863.1869563999999
10270813301,3,906.5086957999998
10270813301,7,695.4391303
10271538885,2,1160.8565218000003
10271538885,3,2992.5173907
10271538885,5,1678.1695653
10271538885,6,2020.1260875
10271538885,7,1948.6652173999996
10271538885,8,989.8565214999999
10271538885,10,2413.239130700001
10271538885,11,3080.560869300002
10271538885,12,1490.7739128
10272410041,1,228.93913050000003
10272441711,9,6253.952173099999
10272441711,10,4401.134781400001
10272842642,1,39192.07826359997
10272842642,2,1821.1130435999996
10272842642,3,30876.004347099988
10272842642,4,16565.378260899997
10272842642,5,9243.9304358
10272842642,6,19469.53043419999
10272842642,7,1028.8521738999998
10272842642,8,26200.895652900024
10272842642,9,3684.613042299999
10272842642,11,3325.2434781000006
10272842642,12,7592.278259500001
10272862104,2,1188.3478261999999
10272862104,4,470.65217400000006
10272862104,10,589.9260869999999
10272972988,3,449.77826089999996
10272972988,4,404.3608697
10272972988,5,363.0043478
10272972988,6,41.5
10272972988,7,456.5173913
10272972988,8,188.81739120000003
10273608457,1,284.0
10273608457,2,338.63478230000004
10273608457,3,188.07391310000003
10273608457,5,600.0173913
10273608457,7,364.62608670000003
10273608457,8,376.45217390000005
10273608457,10,483.7608693
10273608457,12,304.3913044000001
10273667429,1,703.5913044000001
10273667429,2,834.1565216
10273667429,4,466.8434781
10273667429,5,1820.0652175
10273667429,6,292.25217380000004
10273667429,7,488.756522
10273667429,8,540.1913041
10273667429,9,533.6347826000001
10273667429,11,1202.7608694
10273946808,1,118.8347826
10274064469,4,233.1913044
10274243321,1,24818.6695668
10274243321,2,32435.88261000002
10274243321,3,11438.7956519
10274243321,4,41245.88260809999
10274243321,5,35899.960869
10274243321,6,25033.682609299995
10274243321,7,26737.19130449999
10274243321,8,43779.465216599994
10274243321,9,24677.343477499995
10274243321,10,25452.96521720001
10274243321,11,34347.46086970001
10274243321,12,27308.578259999995
10275512481,1,546.0956522
10275512481,5,708.9304345
10275774915,1,2840.1000000000004
10275774915,2,154.5652173
10275774915,3,866.5043479
10275774915,4,1087.8130432000003
10275774915,5,511.07826030000007
10275774915,6,1531.3391300000003
10275774915,8,2670.4173913000004
10275774915,9,707.8695651
10275774915,11,4340.156521999998
10275785950,2,639.7478255000001
10277114033,7,7968.047823600012
10277114033,8,23125.673913300026
10277228292,1,35983.4260869
10277228292,2,13230.191304300002
10277228292,3,20025.308695200005
10277228292,4,9881.165217599999
10277228292,5,43360.26086970001
10277228292,6,275.5391303
10277228292,7,14775.186956499998
10277228292,8,29428.534782400005
10277228292,10,27324.934782300003
10277228292,11,23174.056521800005
10277228292,12,18276.439130500003
10277382739,10,977.2104348999998
10277382739,11,134.11304350000003
10277425021,4,21989.46086880001
10277425021,5,2009.721739
10277425021,6,7756.839129599997
10277425021,7,6243.195652199997
10277425021,8,7880.3391303
10277425021,9,4032.1478258000006
10277425021,10,4186.3956522
10277425021,11,11932.756521000003
10277425021,12,1949.4347823000005
10277461728,8,643.0226088000001
10277461728,9,52.1165217
10277461728,10,327.14913029999997
10277546472,1,1207.4086963000002
10277546472,2,2902.530435100003
10277546472,3,796.4695654000001
10277546472,4,0.0
10277546472,6,1370.2173917000007
10277546472,7,1393.8391312000003
10279014273,2,2488.5260870000006
10279014273,3,4847.673912600003
10279022926,1,741.1886961
10279022926,3,785.6881741999999
10279022926,5,439.8130435999999
10279022926,6,578.8697394999999
10279022926,7,129.54347829999998
10279022926,8,292.2478261
10279022926,9,758.3269571000001
10279022926,12,487.22643519999997
10279041378,1,5842.452174199997
10279041378,2,1803.8304348000001
10279041378,4,2534.6086955
10279041378,5,6138.4739129
10279041378,6,8868.417390399994
10279041378,7,1573.5347822999997
10279041378,8,5383.0130432
10279041378,9,6305.743478899999
10279041378,10,1587.3782611000001
10279041378,11,4431.786956400001
10279765074,2,1.4210854715202004e-14
10279765074,3,2940.2769577999984
10279765074,4,894.0956530999995
10279765074,5,1073.8382616000001
10279765074,6,592.9130431000001
10279765074,7,1904.4713043000006
10279765074,8,1518.9904350000002
10279765074,9,289.7165216
10279765074,10,1173.1165222999998
10279765074,11,703.6373915999999
10279765074,12,1440.2800006
10279797316,1,1264.9999996999998
10279797316,2,2473.960870499999
10279797316,3,6045.8867826
10279797316,4,8649.176521800011
10279797316,5,5486.156609000001
10279797316,6,-365.9434784
10279797316,7,4098.2879125000045
10279797316,8,5918.016173200008
10279797316,9,-113.78347840000006
10279797316,10,2341.5660878
10279797316,11,930.7089994999999
10279797316,12,1712.3521746000008
10280739940,4,581.5999999999999
10281101361,1,16627.4695652
10281101361,2,4931.2608695
10281101361,3,14655.182608699999
10281101361,4,4710.717391100001
10281101361,5,18550.482608800005
10281101361,6,10457.134782599998
10281101361,8,5102.221739
10281101361,9,15587.586957000003
10281101361,11,13766.752173500001
10281101361,12,3794.5043478
10282019723,7,782.2217393
10282297391,3,540.152174
10282297391,4,775.0043478999999
10282297391,7,1372.704348
10282297391,10,661.9086957
10282297391,11,587.7260869999999
10282297391,12,323.0304347
10282372415,1,1848.030435
10282372415,10,779.7782607999999
10282374680,2,392.7739129
10282374680,6,2363.1521739
10282374680,7,73.74347829999999
10282374680,8,1055.9652173999998
10282374680,9,137.1478261
10282510184,1,4604.7956525
10282510184,2,5138.678260900001
10282510184,3,2335.1565223000002
10282510184,4,14930.469565800006
10282510184,5,2132.0304347
10282510184,6,1771.8608693
10282510184,7,18660.404350599987
10282510184,8,20155.330435199965
10282510184,9,1811.4217389
10282510184,11,17012.5869552
10282510184,12,3418.8695651999988
10282597069,1,241.6173915
10282597069,4,137.7478261
10282597069,8,333.29130460000005
10282597069,10,194.13043489999995
10282666079,2,589.7652171999999
10282666079,11,1225.6086958
10282721690,1,5481.404348000001
10282721690,2,1271.726087
10282721690,3,6495.769566000002
10282721690,4,5164.199999600001
10282721690,5,2700.173913299999
10282721690,6,2135.1695650000006
10282721690,8,6369.200000999999
10282721690,9,4968.4304348000005
10282721690,10,4751.595652100001
10282721690,11,3960.0217388000005
10282721690,12,1259.7434785
10282838180,2,2448.3869567000006
10282838180,4,758.7652173
10282838180,6,1869.3782612999998
10282838180,9,1223.3869564999995
10282892346,2,3116.3913040999996
10282892346,3,0.0
10282892346,4,0.0
10282892346,6,1485.7739131
10282892346,7,1480.7999998999999
10282892346,10,1075.5739131
10282892346,12,911.1739129999999
10282895892,1,76584.01739050008
10282895892,2,59408.496697900046
10282895892,3,70830.12173679996
10282895892,4,65386.75373810008
10282895892,5,62914.169565100034
10282895892,6,59310.678260300025
10282895892,7,70838.37391140003
10282895892,8,74303.57391130002
10282895892,9,49322.83043419998
10282895892,10,57428.03043189996
10282895892,11,59798.14782500005
10282895892,12,26307.269565199993
10282995145,1,21684.113046700004
10282995145,2,4067.415652099999
10282995145,3,0.0
10282995145,4,11600.8596506
10282995145,5,2372.0304343000007
10282995145,7,7606.039129200001
10282995145,8,16591.369564999997
10282995145,9,8948.756521
10282995145,10,17021.35652
10282995145,11,9052.617389899999
10282995145,12,3978.1478265999995
10283034157,1,354.2391305
10283034157,3,435.0043477
10283034157,4,373.78695669999996
10283034157,5,511.57391279999996
10283034157,6,1187.7043482
10283110554,5,663.2869565
10283146532,1,261.47391300000004
10283146532,9,396.0565219
10283146532,11,234.49130429999997
10283155094,7,88.95652179999999
10284745499,1,270.6695652000001
10284745499,2,317.91739129999996
10284745499,4,272.7260871
10285268210,2,446.44782610000004
10285652567,1,2381.791304300001
10285652567,2,1583.8695655000001
10285652567,3,7071.730434499998
10285652567,4,8003.9304355999975
10285652567,5,6948.786956699997
10285652567,6,1880.7608692999997
10285652567,7,640.7695652
10285652567,8,1085.7565216
10285652567,9,1376.3434783
10285713281,2,378.743478
10285713281,3,-0.0782607000000013
10285713281,4,103.29521729999999
10285713281,5,124.4956522
10285713281,6,48.9347825
10285713281,7,58.72173900000001
10285713281,11,64.60434790000001
10287156125,1,61.7826087
10287156125,3,91.6339131
10287156125,8,147.4530435
10287156125,9,163.4478261
10287156125,11,351.9565218
10287163237,3,1481.9869568
10287163237,6,2008.1043479999998
10287163237,9,4217.539129600002
10287163237,11,96.0913043
10287163237,12,961.4304346
10288090829,1,17393.182608799983
10288090829,2,15588.339130100003
10288090829,3,14159.286955300004
10288090829,4,21018.369564600012
10288090829,5,10857.956521899996
10288090829,6,17243.6130431
10288090829,7,12494.365216799999
10288090829,8,13498.378261599995
10288090829,9,14034.126087300005
10288090829,10,23798.460869900002
10288090829,11,21028.904346800005
10288090829,12,7639.978261700002
10292087581,1,668.3434788000002
10292087581,4,1781.4956531000005
10292087581,7,2237.1608706
10292181910,2,557.3478264
10292181910,3,120.6000001
10292181910,4,652.5152181000001
10292181910,6,906.7086964999997
10292181910,8,484.03478269999994
10292181910,9,386.92173940000004
10292181910,10,167.6043479
10292181910,11,368.7304348
10292191427,1,96.94565210000002
10292191427,2,161.58913029999997
10292198553,3,255.95217400000007
10292533697,1,475.7347826
10292533697,2,37.682608699999996
10292533697,3,332.16086959999996
10292533697,4,541.8652175999999
10292533697,7,184.5608696
10292533697,8,149.6434783
10292533697,10,720.9695651999998
10292533697,11,508.3521739
10292832813,2,1602.5521737999995
10293166761,1,0.0
10293166761,4,11321.186955899992
10293166761,7,10557.300000399999
10293166761,10,2876.1782602
10293166761,11,4739.5130431
10293262379,1,0.0
10293272315,1,207.45217379999997
10293272315,2,845.5521742999999
10293272315,3,458.7086956
10293272315,4,468.87826099999995
10293272315,6,1619.8086954999999
10293272315,8,440.0478261
10293272315,9,585.1521739
10293272315,10,1007.9000003
10293272315,11,1128.3130436
10293327764,3,156.6999999
10293327764,5,22.0043479
10293670663,1,4239.2434778000015
10293670663,2,1089.7165217
10293670663,3,6816.926087199996
10293670663,5,4388.044347099998
10293670663,6,1845.2356521999998
10293670663,7,2553.9504349000003
10293670663,8,3798.7578266
10293670663,9,1091.2669566000002
10293670663,12,464.78869569999995
10293803612,11,398.1260868
10293830547,1,3136.0565214000026
10293830547,2,2706.5260867999996
10293830547,3,1997.2043474999998
10293830547,4,2876.091303699999
10293830547,5,2912.9652171
10293830547,6,2662.8043478
10293830547,7,1893.1869559000004
10293830547,8,1800.695651900001
10293830547,9,1990.3521743000008
10293830547,10,2818.1347823999986
10293830547,11,2665.8869563000007
10293830547,12,2250.604347900001
10294259819,1,2156.6869574
10294259819,2,0.0
10294259819,3,8688.695653300003
10294259819,4,0.0
10294259819,5,5620.995652300005
10294259819,6,5704.641738799996
10294259819,7,5950.4521741
10294259819,8,2217.8391310999996
10294259819,9,3560.0847837999995
10294259819,10,1504.2999992000002
10294259819,12,2737.9173912999995
10294518571,2,213.19130429999998
10294518571,3,833.0173912
10294518571,4,141.9173913
10294518571,5,398.5869563
10294518571,6,429.6391304
10294518571,7,184.7130434
10294518571,8,491.74347830000005
10294518571,9,175.6956522
10294518571,10,237.9826086
10294518571,11,173.84782600000003
10294518571,12,137.10434770000003
10294771471,3,6713.752173999999
10294771471,4,8745.382608600003
10294771471,5,5912.608695700001
10294771471,6,0.0
10294771471,7,4415.739130199999
10294771471,8,5755.213043299999
10294771471,9,4556.673913
10294771471,10,6244.913043900002
10294771471,11,5946.852173899999
10294771471,12,4680.7913044
10294934877,1,32238.047828300038
10294934877,2,13336.55434629999
10294934877,3,7667.075652700002
10294934877,4,24462.277391500014
10294934877,5,16867.2365223
10294934877,6,23697.54347770003
10294934877,7,8087.695652699996
10294934877,8,27460.621741300034
10294934877,9,22840.44434819999
10294934877,10,6269.2869566
10294934877,11,30017.40000030005
10294934877,12,15657.68695810001
10295313132,2,969.2608694
10295415563,1,648.595652
10295415563,2,157.1130434
10295415563,3,273.1521738
10295415563,4,907.9565213999999
10295415563,6,497.68695670000005
10295415563,8,1120.1304345
10295415563,9,301.9826087
10295415563,11,418.4391305000001
10295536158,1,88.826087
10295550983,1,5582.7304353
10295550983,2,0.0
10295550983,3,6924.013043700001
10295550983,4,1036.0695653999999
10295550983,5,7220.408695699997
10295550983,6,0.0
10295550983,9,7432.489566499997
10295550983,10,300.5782609
10295550983,11,456.36521749999997
10295550983,12,1173.7478262
10295744273,6,571.7217391
10295744273,9,301.3347826
10295873111,1,5654.537044100001
10295873111,2,7535.099827599997
10295873111,3,8511.534782900004
10295873111,4,7340.732870600003
10295873111,5,2759.4843472
10295873111,6,1596.2882605999991
10295873111,7,1478.5656522000004
10295873111,8,2338.0888704999998
10295873111,9,1842.1991304
10295873111,10,3944.1241735999997
10295873111,11,5469.199825999999
10295873111,12,7574.020175599997
10295953361,1,300.7260867
10295953361,2,23.756521799999994
10295953361,4,37.5956522
10295953361,5,119.1130435
10295953361,8,704.7739131999999
10295953361,9,1360.7043483
10295953361,10,333.03043469999994
10295953361,11,350.8304347
10296056371,1,9549.343478799998
10296056371,2,524.9043478000001
10296056371,3,12437.373914100008
10296056371,4,10749.773044099999
10296056371,5,207.8434783
10296056371,6,5005.9956520000005
10296056371,7,6434.413043400001
10296056371,8,5617.2739137
10296056371,9,3405.6173913999996
10296056371,10,26341.979566799997
10296056371,11,5140.273043
10296056371,12,11937.784348
10296301081,1,833.8391301000001
10296301081,2,784.8260871000001
10296301081,3,163.40434799999997
10296301081,6,980.4130434999997
10296301081,10,1828.2478261000003
10296406061,9,1689.4043484999995
10296406061,10,1301.0217392999998
10296406061,11,1365.3869565999994
10296406061,12,1991.7217395999992
10296416431,1,524.9391305
10296416431,3,191.2695653
10296416431,4,2035.3304349
10296416431,5,171.9695653
10296416431,7,1130.6043477999997
10296416431,8,566.5347827
10296416431,9,1528.7391306000002
10296416431,10,652.1739129000001
10296416431,12,1756.7043476000001
10296455500,1,62.517391200000006
10296455500,7,6968.1217392000035
10296503059,3,488.02173899999985
10296503059,5,655.0130435
10296503059,6,181.1043479
10296503059,7,292.84086959999996
10296503059,10,750.3443477999999
10296503059,12,292.81304339999997
10296586736,10,1112.9382593
10296586736,11,304.2047826
10296586736,12,429.8026087
10296587651,1,29240.33043500004
10296587651,2,13144.7721744
10296587651,3,45374.43912969995
10296587651,4,50814.6739136
10296587651,5,24502.338260699995
10296587651,6,14512.362607699997
10296587651,7,29642.904350199995
10296587651,8,41953.78260800001
10296587651,9,28058.61739249997
10296587651,10,44510.19478390003
10296587651,11,32024.594783800036
10296587651,12,30922.485219600003
10296643039,11,1024.4913043000001
10296674341,2,3838.034782899999
10296674341,3,3617.039129699999
10296674341,4,396.62173920000004
10296674341,6,4567.421739199999
10296674341,8,4593.360868500001
10296674341,10,4339.7913045000005
10296674341,11,4311.6521737
10296674341,12,829.7782609000001
10296875495,4,3686.5304349000007
10296882033,10,92.9782607
10297241759,9,2009.4217401999983
10297248800,1,475.9956522
10297248800,2,1630.4434784000002
10297248800,3,696.9043485
10297248800,5,538.3086957
10297248800,6,629.7217392
10297248800,7,591.430435
10297248800,8,131.5521741
10297248800,9,749.8217394999997
10297248800,10,422.2278261
10297248800,11,407.52869569999996
10297261563,2,49.2669565
10297261563,4,117.74782630000001
10297261563,8,86.75217410000002
10297261563,9,76.48695660000001
10297261563,12,112.90782619999999
10297284822,2,8869.543478000003
10297284822,4,5010.743477800001
10297284822,5,2353.9130425000003
10297284822,6,4047.0434782000007
10297284822,7,2525.308695500001
10297284822,8,1931.1695647999995
10297284822,9,2708.2956519
10297284822,11,3559.973913300001
10297318301,1,7472.113043099999
10297318301,2,2747.526087
10297318301,3,13055.156521199999
10297318301,4,11327.473913100004
10297318301,5,4769.2913044000015
10297318301,6,9342.030435600002
10297318301,7,10769.647827499997
10297318301,8,6938.647827399998
10297318301,9,8017.4086973
10297318301,10,11561.352175000002
10297318301,11,4690.7826099
