COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS,MEDIA_GMEAN,MEDIA_MEDIA,MODA_MEDIA,HMEAN_GMEAN,MODA_MIN,MAX_MIN,MEDIA_MIN,MODA_PESO_GMEAN,MIN_MAX,MODA_VARIATION,MEDIANA_MIN,MIN_KURTOSIS,HMEAN_MIN,GMEAN_MIN
20435,3,1,5,2,0,0,4,0,2,2.7755991184099997,2.7785618524099998,3.0,2.47881918268,3,4,2.64739884393,1.7811053475299998,1,0.0,3.0,-3.0,2.3352080989900004,2.51211526071
21259,3,1,39,2,0,0,5,0,2,2.8991575148,2.9193791382099996,3.33333333333,2.54548497871,3,4,2.34900990099,1.7005124489399999,2,0.141421356237,2.0,16.05,1.9909650924000002,2.18172183434
22515,2,1,5,3,0,0,6,0,1,2.6997324559900004,2.70445396071,3.0,2.42635492683,3,4,2.45140032949,1.8508470845400002,1,0.0,3.0,-3.0,2.15950192707,2.3181620573900004
29980,2,2,107,10,0,0,2,0,3,3.66986536398,3.6698777683800006,4.0,3.3935314129500003,4,4,3.66033601169,3.1067410052900004,1,0.0,4.0,-3.0,3.3816385343799995,3.55514188915
29504,3,2,101,4,0,0,3,0,3,3.63389192769,3.6339874502900003,4.0,3.3314728105099998,4,4,3.60763888889,3.00985854113,1,0.0,4.0,-3.0,3.28205128205,3.48583377796
3710,3,1,25,1,0,0,5,0,2,2.85203053428,2.8525068399,3.0,2.61071507138,3,4,2.76953125,1.9999153481599998,1,0.0,3.0,-3.0,2.45633802817,2.66859291429
19847,3,1,3,6,0,0,6,0,1,2.5208638844599998,2.5375553089,2.6,2.15820991835,2,4,2.19093078759,1.1363859489,1,0.18842228790600002,2.0,-3.0,1.8099352051800002,2.00402413152
5477,1,1,37,8,0,0,5,0,1,2.66465962534,2.66513609687,3.0,2.32775344578,3,4,2.61403508772,1.7794477334099998,1,0.0,3.0,-3.0,2.26490066225,2.46614170938
13811,4,1,28,2,0,0,3,0,2,2.89120364627,2.9113242617900004,3.26666666667,2.5539700936900003,3,4,2.41240875912,1.80426732343,1,0.135372440423,3.0,-3.0,2.0447761194,2.2437516535900004
4622,2,1,15,1,0,0,5,0,3,3.5956070437,3.59656161438,4.0,3.32369772705,4,4,3.5137037037,2.82554646476,1,0.0,4.0,-3.0,3.24389267121,3.40525877168
24316,2,1,7,1,0,0,3,0,2,2.69033837227,2.69068660145,3.0,2.3598309238,3,4,2.64739884393,1.67846719123,1,0.0,3.0,-3.0,2.3352080989900004,2.51211526071
9981,3,1,10,8,0,0,7,0,2,2.69033837227,2.69068660145,3.0,2.3598309238,3,4,2.64739884393,1.67846719123,1,0.0,3.0,-3.0,2.3352080989900004,2.51211526071
3519,3,1,26,3,0,0,4,0,2,2.5877807021900003,2.58993661284,3.0,2.25268445021,3,3,2.45140032949,1.6928424194999998,1,0.0,3.0,-3.0,2.15950192707,2.3181620573900004
29868,3,2,110,7,0,0,4,0,2,3.0477589531200002,3.07300832676,3.4285714285699997,2.78599746703,3,3,2.55555555556,2.1159523515900003,2,0.14433756729699998,3.0,2.16666666667,2.4545454545500003,2.5052926998400005
30276,1,2,101,2,0,0,4,0,3,2.7280222933999996,2.7453540714999995,3.0625,2.38037726551,2,4,2.25581395349,1.47514249732,3,0.13991131837600002,2.0,11.066666666700002,1.91643454039,2.09577757363
11323,2,1,5,2,0,0,5,0,3,3.5206477141000003,3.5246727445499997,4.0,3.24812106379,4,4,3.3269230769200004,2.5960526490599998,2,0.0,3.0,-0.666666666667,2.98841044003,3.2062777325800003
21400,3,1,11,1,0,0,6,0,2,2.7798590436799997,2.7824990503900002,3.0,2.47356130452,3,4,2.67889908257,2.0230644028599998,1,0.0,3.0,-3.0,2.30136986301,2.5427714342099996
9725,1,1,31,3,0,0,5,0,3,3.82191780822,3.82191780822,4.0,3.7040169133199994,4,4,3.82191780822,3.42465753425,1,0.0,4.0,-3.0,3.7040169133199994,3.7774879165499997
23151,3,1,14,3,0,0,6,0,2,2.7063511466400003,2.71269762372,3.0,2.38524214792,3,3,2.44444444444,1.5513914434600002,1,0.0,3.0,-3.0,2.16,2.3195871576599996
11126,3,1,15,1,0,1,5,0,3,3.3816239925400002,3.3871058919099997,3.75,3.0229350806800004,3,4,3.1196646341500003,2.13220172665,1,0.115470053838,3.0,-3.0,2.7596844872900004,2.9662095516000004
11349,3,1,5,1,0,0,4,0,3,2.9623416034400005,2.96865504558,3.5,2.56997119951,3,4,2.77514792899,1.6490276144299998,1,0.14285714285700002,3.0,-3.0,2.41975897864,2.61829801161
31823,3,2,100,6,0,0,4,0,3,3.59779723552,3.59870256829,4.0,3.32110564234,4,4,3.5179856115099994,2.85941529497,1,0.0,4.0,-3.0,3.23883495146,3.40525102002
8924,3,1,17,7,0,1,5,0,1,2.6594971844599997,2.6654886868200003,3.0,2.3343870383099996,2,3,2.33333333333,1.55495070363,2,0.0962250448649,2.0,19.0434782609,2.00816326531,2.20229250472
30510,2,2,104,5,0,0,3,0,3,3.4796339697900005,3.4853291620999998,4.0,3.1459597210799997,4,4,3.1323529411799997,2.55596919466,1,0.0,3.0,-3.0,2.72,2.9546825277099997
8250,3,1,28,7,0,1,7,0,3,3.5523553847600002,3.5531055959800004,4.0,3.27053923727,4,4,3.4428571428600003,2.7278313791500004,1,0.0,4.0,-3.0,3.1168831168799995,3.30938435494
17553,4,1,3,1,0,0,3,0,2,2.6921771919200004,2.69892515754,3.25,2.3081096111000003,3,4,2.50225225225,1.59185330961,1,0.13323467750499998,3.0,-3.0,2.18719211823,2.36373049764
6536,2,1,30,2,0,1,5,0,2,3.35485938774,3.3691740482499997,3.5,3.015904602,3,4,3.05892857143,1.9356399063299998,1,0.14285714285700002,3.0,-3.0,2.67090620032,2.89226408304
10597,3,1,3,3,0,0,6,0,2,2.92694426908,2.94657601233,3.2,2.57421366964,3,4,2.71929824561,1.7994046926700002,1,0.125,3.0,-3.0,2.3847133758,2.58069514449
6796,1,1,37,3,0,1,6,0,2,2.64739884393,2.64739884393,3.0,2.3352080989900004,3,4,2.64739884393,1.7757225433500001,1,0.0,3.0,-3.0,2.3352080989900004,2.51211526071
6105,4,1,5,1,0,0,4,0,3,3.02495624722,3.04303011688,3.375,2.62989512596,2,4,2.53658536585,1.5209749634799998,1,0.20621349492,2.0,-3.0,2.1025641025599997,2.32944945143
14310,3,1,13,2,0,0,6,0,2,2.43239366102,2.45656668372,2.66666666667,2.0900777881,2,4,1.9883268482499998,1.30341081361,1,0.176776695297,2.0,-3.0,1.63955342903,1.81182208445
29771,3,2,107,5,0,0,5,0,3,3.5914159385500004,3.5919662077099996,4.0,3.2514213241500003,4,4,3.5137037037,2.86414153038,1,0.0,4.0,-3.0,2.91891891892,3.3211030762
15325,3,1,34,1,0,0,5,0,0,2.5042485483099997,2.52860788937,2.8,2.0951544774,1,3,1.5,1.20734967685,1,0.267261241912,1.0,-3.0,1.2,1.31607401295
31258,3,2,105,2,0,0,4,0,2,2.6236556304299996,2.6358969204900005,3.0,2.29915840632,3,3,2.36842105263,1.70295717627,3,0.0,2.5,1.2,2.0,2.21003241616
20592,3,1,5,7,0,0,7,0,3,3.26830971266,3.29070641283,3.33333333333,3.00662286494,3,4,2.875,1.7550010703,1,0.141421356237,3.0,-3.0,2.4668094218400003,2.69346687608
30981,4,2,107,1,0,0,5,0,3,3.6751824817500003,3.6751824817500003,4.0,3.4683544303800007,4,4,3.6751824817500003,3.0656934306599997,1,0.0,4.0,-3.0,3.4683544303800007,3.59287872075
11818,3,1,3,1,0,0,4,0,2,3.0343261613999997,3.04107775718,3.2,2.77595834887,3,4,2.8621323529400002,2.0021634598099998,1,0.125,3.0,-3.0,2.61538461538,2.75827355088
26369,3,2,103,4,0,0,4,0,3,3.2230782102599997,3.24183724871,3.4,2.94269732356,3,4,2.89442815249,2.12885296695,1,0.144087631928,3.0,-3.0,2.5543071161,2.74791613959
9255,3,1,39,2,0,0,6,1,3,3.1412354007700003,3.1503957336000004,3.5,2.7523938545599997,3,4,2.9103260869599996,1.91739543931,1,0.14285714285700002,3.0,-3.0,2.53501722158,2.74949302241
27242,1,2,107,4,0,0,4,0,2,2.87088700288,2.87488175888,3.2,2.53793296527,3,4,2.59016393443,1.61359109619,2,0.125,3.0,5.11111111111,2.2569373073,2.44223862116
21267,3,1,11,4,0,1,7,0,2,2.49190602087,2.50328669391,2.7,2.1555119455500003,2,3,2.0,1.32854719196,1,0.169725025739,2.0,-3.0,1.6956521739100001,1.85094128963
21997,1,1,37,8,0,1,8,0,3,3.29131483953,3.30406565611,3.75,2.91821845379,3,4,2.8517699115,1.9900114692099997,1,0.115470053838,3.0,-3.0,2.4128113878999997,2.65441474521
14561,3,1,25,1,0,1,5,0,2,2.7553234899400003,2.7581643798199997,3.0,2.4754045809900003,3,3,2.6,1.71707450625,1,0.0,3.0,-3.0,2.31404958678,2.4761871502400004
3878,4,1,5,1,0,0,5,0,3,2.8698466532899998,2.87195303626,3.0,2.54433484382,3,4,2.7619783616699998,1.45446326842,1,0.0,3.0,-3.0,2.39186691312,2.59676210693
26823,3,2,107,5,0,1,5,0,2,3.4023801189599996,3.41359948291,3.66666666667,3.11297845367,3,4,2.95081967213,2.20446327743,2,0.128564869307,3.0,4.125,2.6166219839099996,2.8102052651099996
30325,3,2,109,4,0,0,3,0,3,2.9177305998299996,2.9193959161799996,3.0,2.60600774262,3,4,2.8402948402900003,1.6230403672100002,1,0.0,3.0,-3.0,2.50461538462,2.69734182379
4910,3,1,27,1,0,0,6,0,2,2.8068768898500003,2.80741026249,3.0,2.51895821753,3,4,2.75268817204,1.77440291157,1,0.0,3.0,-3.0,2.4260869565200003,2.60896007365
30180,2,2,103,1,0,0,4,0,3,3.07832525382,3.0978942743599998,3.33333333333,2.75940444054,3,4,2.8402948402900003,1.9845809792099998,1,0.141421356237,3.0,-3.0,2.50461538462,2.69734182379
742,4,1,5,2,0,1,6,0,3,3.66701680672,3.66701680672,4.0,3.43166115951,4,4,3.66701680672,3.0714285714300003,1,0.0,4.0,-3.0,3.43166115951,3.5754497746199996
9082,3,1,29,1,0,0,5,0,3,3.36411952899,3.3888928712299995,3.66666666667,3.0612129058599997,3,4,2.8269230769200004,2.42152745241,1,0.128564869307,3.0,-3.0,2.49101796407,2.67858670343
31240,1,2,101,6,0,1,5,0,3,3.3895548410500003,3.3936204174299998,3.75,3.03910850172,3,4,3.1196646341500003,2.13293294615,1,0.115470053838,3.0,-3.0,2.7596844872900004,2.9662095516000004
31766,3,2,105,2,0,0,2,0,3,3.44324082204,3.45082087364,4.0,3.15282087634,4,4,3.22222222222,2.63407227571,2,0.0,4.0,-2.0,2.91891891892,3.07492535515
29969,3,2,109,6,0,1,2,0,0,2.6754517297200002,2.6760780885799997,3.0,2.31769482691,3,4,2.61818181818,1.5,1,0.0,3.0,-3.0,2.25255972696,2.45327599283
8504,2,1,30,1,0,0,3,0,2,2.63708082841,2.64690173349,3.0,2.3547885788,3,3,2.36842105263,1.7742668638999999,3,0.0,3.0,0.25,2.0357142857099997,2.21910858592
2588,4,1,22,4,0,0,6,0,2,3.06255533657,3.08025506984,3.33333333333,2.78436812364,3,4,2.82926829268,1.90723298715,1,0.141421356237,3.0,-3.0,2.5151856018000003,2.7056639614099995
8044,3,1,6,2,0,0,5,0,2,2.63430105872,2.63814156754,3.0,2.29194887748,3,4,2.468216598,1.5963741362200001,1,0.0,3.0,-3.0,2.11933471933,2.30930275815
31386,3,2,108,1,0,1,4,0,0,2.77012187967,2.78536308098,3.05263157895,2.39286140668,2,3,2.28,1.43568779307,1,0.129022668509,2.0,-3.0,2.0204081632700004,2.1894773120299997
31592,3,2,109,1,0,0,4,0,3,3.4676630974300005,3.47404915991,4.0,3.13417426028,4,4,3.1702127659599997,2.53121646646,1,0.0,3.0,-3.0,2.7529711375200003,2.99404687551
32234,4,2,108,4,0,0,3,0,1,2.78362053633,2.79628493756,3.0,2.44480153417,2,4,2.27358490566,1.4422089451,1,0.19245008973000002,2.0,-3.0,1.9751552794999998,2.1312307343200003
24279,3,1,39,1,0,0,5,0,0,2.5928491186900002,2.60660252007,3.0,2.2256126404,3,3,2.26470588235,1.4452699035699998,1,0.0,2.0,-3.0,1.87155963303,2.0808704263099997
7605,3,1,5,4,1,1,6,0,2,2.8135188278099994,2.8152784351899998,3.0,2.53573250037,3,4,2.7219917012400003,1.82262300699,1,0.0,3.0,-3.0,2.3350827614,2.5494383209400002
19381,4,1,25,8,0,0,7,0,2,2.84130280805,2.8441438225,3.0,2.55896076438,3,4,2.71884272997,1.6899116211200003,1,0.0,3.0,-3.0,2.39186691312,2.59676210693
27061,1,2,106,1,0,0,2,0,3,3.0161269855699997,3.02077238767,3.5,2.6511766908500003,3,4,2.8533094812199997,1.63191881,1,0.14285714285700002,3.0,-3.0,2.5151856018000003,2.7056639614099995
31639,3,2,105,10,0,0,3,0,1,2.6473038928799997,2.65653913086,2.8695652173900004,2.33197680781,2,3,2.29702970297,1.45084115085,2,0.117363131703,2.0,2.8166666666699998,1.9314741035900003,2.12636144415
5568,1,1,37,1,0,1,6,0,1,2.7235870866900003,2.72802031265,2.85714285714,2.3333179941099997,2,4,2.5,1.2593976851000002,1,0.122474487139,2.5,-3.0,2.12807881773,2.32843553092
11151,1,1,33,2,0,1,6,0,3,3.27902976864,3.2868664931400002,4.0,2.91915339046,4,4,3.06002928258,2.03056805425,1,0.0,3.0,-3.0,2.62692307692,2.87189584664
28925,4,2,105,4,0,0,4,0,2,2.7142857142900003,2.7142857142900003,3.0,2.30136986301,3,4,2.7142857142900003,2.1428571428599996,1,0.0,3.0,-3.0,2.30136986301,2.5427714342099996
18518,1,1,37,6,0,1,6,0,3,3.5549755760500004,3.55673126699,4.0,3.26880459291,4,4,3.40271493213,2.733513135,1,0.0,4.0,-3.0,3.0256702795200003,3.25084899783
20436,3,1,39,3,0,0,5,0,0,2.43745035364,2.50726074684,2.6,2.15760156892,1,2,1.5,1.1826206903399998,1,0.307692307692,1.5,-3.0,1.33333333333,1.4142135623700003
28621,1,2,101,1,0,0,4,0,2,2.79817292675,2.8048202525200003,2.85714285714,2.4965635893,2,3,2.5,1.4656391832100002,2,0.122474487139,2.5,2.16666666667,2.2046511627900003,2.39370122609
16444,1,1,33,6,0,0,4,0,2,2.65165317768,2.6650545561500003,2.75,2.3352368880500003,2,3,2.26086956522,1.34779478651,3,0.157459164324,2.0,7.090909090910001,2.0,2.14126534808
17728,3,1,28,1,0,0,5,0,2,2.73601571802,2.7703125747299997,3.0,2.41224573981,1,3,2.0,1.7350364785799999,3,0.258198889747,2.0,2.1499107674,1.5,1.73205080757
17236,1,1,13,5,0,0,7,0,2,2.69033837227,2.69068660145,3.0,2.3598309238,3,4,2.64739884393,1.67846719123,1,0.0,3.0,-3.0,2.3352080989900004,2.51211526071
28487,1,2,109,6,0,0,4,0,3,2.8248173108200003,2.8436626672000003,3.2857142857099997,2.4543171516699998,3,4,2.468216598,1.71831821348,1,0.137490333051,3.0,-3.0,2.11933471933,2.30930275815
11551,3,1,19,1,0,0,5,0,1,2.45140032949,2.45140032949,3.0,2.15950192707,3,4,2.45140032949,1.35420098847,1,0.0,3.0,-3.0,2.15950192707,2.3181620573900004
12489,3,1,7,1,0,0,3,0,2,2.95953302296,2.9766604253400004,3.44444444444,2.6279404937099997,3,4,2.468216598,1.74691976152,1,0.144262450161,3.0,-3.0,2.11933471933,2.30930275815
11158,4,1,22,3,0,0,6,0,0,2.77072202393,2.7739104825200003,3.0,2.42293458228,3,4,2.6,1.50722689748,1,0.0,3.0,-3.0,2.27360774818,2.4555865826099996
32939,4,3,213,1,0,0,12,0,2,2.80442802948,2.8162153140599995,3.0,2.5128678461500003,3,4,2.6136363636400004,1.67433151692,1,0.0,3.0,-3.0,2.2660944206,2.4626389256
17239,1,1,38,1,0,1,6,0,3,3.2162764049400003,3.22776649615,3.5384615384599996,2.87796459337,3,4,2.8796992481200006,1.81513844625,1,0.140885667357,3.0,-3.0,2.47769367048,2.71551042636
22738,1,1,7,2,0,0,3,0,3,3.67321293113,3.67321816589,4.0,3.4185385482200004,4,4,3.66701680672,3.0967357950700003,1,0.0,4.0,-3.0,3.4054661175599996,3.5754497746199996
22406,4,1,25,1,0,1,2,0,0,2.64739884393,2.64739884393,3.0,2.3352080989900004,3,4,2.64739884393,1.7757225433500001,1,0.0,3.0,-3.0,2.3352080989900004,2.51211526071
29247,4,2,107,1,0,0,4,0,2,2.59046446317,2.59221625767,2.5,2.27097673058,2,4,2.49693251534,1.08954878937,1,0.2,3.0,-3.0,2.17575083426,2.35383124189
21967,3,1,15,6,0,0,6,0,3,3.33754226,3.34195823483,4.0,2.9883679320099996,4,4,3.1702127659599997,2.14879789045,1,0.0,3.0,-3.0,2.7529711375200003,2.99404687551
6289,3,1,13,1,0,0,5,0,2,2.682776126,2.68456815179,3.0,2.33565616346,3,4,2.54726368159,1.65562486475,1,0.0,3.0,-3.0,2.22304147465,2.40833455939
8279,1,1,31,1,0,0,5,0,3,3.1314142991900002,3.1434969206700005,3.5714285714300003,2.7440881677999998,3,4,2.6363636363599996,1.75397838912,1,0.138564064606,3.0,-3.0,2.31578947368,2.4950529883700003
17260,3,1,9,6,0,0,3,0,2,2.7390553962800004,2.74049133033,3.0,2.40072431676,3,4,2.61940298507,1.5437516711300001,1,0.0,3.0,-3.0,2.29550321199,2.47726407676
6667,3,1,13,2,0,0,9,0,1,2.7309310639099995,2.73093275772,3.0,2.3658480036099996,3,4,2.7278911564599997,1.40409433446,1,0.0,3.0,-3.0,2.34713187463,2.5551509151
9328,3,1,14,2,0,0,6,0,1,2.9710669268700003,2.9885243378400004,3.6,2.5774883414099996,3,4,2.468216598,1.67541479413,1,0.136082763488,3.0,-3.0,2.11933471933,2.30930275815
23670,4,1,11,3,0,0,5,0,2,3.29934968797,3.31943704722,4.0,2.88952028369,4,4,2.8,2.2304211692,1,0.0,3.0,-3.0,2.1428571428599996,2.4914618792299996
19351,4,1,15,3,0,0,7,0,2,2.9019372467799998,2.90335131602,3.0,2.61636360273,3,4,2.8181818181800002,1.74960482878,1,0.0,3.0,-3.0,2.4841745081299997,2.67592897611
22243,4,1,5,7,0,0,7,0,1,2.7652644551099996,2.77424325595,3.125,2.38358945146,3,4,2.468216598,1.41905075634,1,0.105830052443,3.0,-3.0,2.1182563659900002,2.30930275815
8796,3,1,3,6,0,1,6,0,3,3.1451520943199998,3.16210222321,3.75,2.78389624526,3,4,2.68421052632,2.0202536158,1,0.115470053838,3.0,-3.0,2.35862068966,2.5419644606
1985,1,1,9,2,0,0,8,0,3,3.5179856115099994,3.5179856115099994,4.0,3.23883495146,4,4,3.5179856115099994,2.61870503597,1,0.0,4.0,-3.0,3.23883495146,3.40525102002
13033,4,1,5,1,0,1,6,0,3,3.3904653802499998,3.3904653802499998,4.0,2.98841044003,4,4,3.3904653802499998,2.39878925463,1,0.0,4.0,-3.0,2.98841044003,3.22892131478
7704,2,1,32,1,0,0,7,0,3,3.17157197465,3.18548077328,3.55555555556,2.7992321370599997,3,4,2.7339743589700003,1.8182175177200002,1,0.139754248594,3.0,-3.0,2.3847133758,2.58069514449
24246,4,1,26,1,0,0,5,0,2,2.82624421144,2.83725243643,3.0,2.53784444076,3,4,2.468216598,1.62980613932,1,0.0,3.0,-3.0,2.11933471933,2.30930275815
9292,3,1,9,6,0,0,5,0,0,2.46654638771,2.46662432716,3.0,2.03786665805,3,4,2.44186046512,1.17956419206,1,0.0,3.0,-3.0,1.96946564885,2.2159003796400003
13132,4,1,5,1,0,0,4,0,2,2.79540461037,2.7961824555400003,3.0,2.49380657857,3,4,2.73023255814,1.8861725951800001,1,0.0,3.0,-3.0,2.37788018433,2.5790887083
9158,4,1,26,2,0,0,4,0,3,3.2724285443900003,3.3024115903099998,3.5,2.93434857894,2,4,2.44444444444,1.8861183623599997,1,0.218217890236,2.0,-3.0,1.92857142857,2.18857476102
11318,4,1,10,3,0,0,6,0,0,2.70473726312,2.7055142051,3.0,2.34954678624,3,4,2.61940298507,1.52308719924,1,0.0,3.0,-3.0,2.29550321199,2.47726407676
4841,4,1,3,1,0,0,6,0,2,2.71763694538,2.72755532898,3.0,2.4705190466099998,3,3,2.3928571428599996,1.96377005118,3,0.0,3.0,1.2,2.0676923076900002,2.24619199792
5352,3,1,13,8,0,0,6,0,2,2.8422514370700003,2.84584640163,3.0,2.5740178001,3,3,2.6409691630000003,1.82372192407,3,0.0,3.0,-0.666666666667,2.30456852792,2.49334913458
14869,3,1,3,3,0,0,6,0,2,2.80413416122,2.81915110717,3.16666666667,2.42519151148,3,4,2.5454545454499997,1.6281755233700002,1,0.117687788289,3.0,-3.0,2.0204081632700004,2.29761447406
13402,3,1,5,1,0,1,5,0,3,2.85624756083,2.8578751313999997,3.0,2.62008606771,3,4,2.7614379085,2.02719073164,1,0.0,3.0,-3.0,2.5099111414900004,2.65615094072
10790,1,1,7,4,0,0,5,0,3,3.0668052255799996,3.08785862171,3.5,2.6725118721400003,3,4,2.7278911564599997,1.7701948106799998,1,0.14285714285700002,3.0,-3.0,2.34713187463,2.5551509151
20017,1,1,31,2,0,1,4,0,2,2.61940298507,2.61940298507,3.0,2.29550321199,3,4,2.61940298507,1.6791044776100001,1,0.0,3.0,-3.0,2.29550321199,2.47726407676
33310,3,2,103,5,0,1,5,0,2,3.0189129107599997,3.0824078769599996,3.6,2.6494144619299997,2,4,1.9883268482499998,1.8069243968200002,1,0.222222222222,2.0,-3.0,1.63955342903,1.81182208445
10680,3,1,11,6,0,0,8,0,0,2.4715244229700004,2.4925916073299996,2.75,2.10053550852,2,3,2.05,1.2192709482600002,1,0.157459164324,2.0,-3.0,1.69014084507,1.87220300352
15802,2,1,7,2,0,1,5,0,2,2.65254992083,2.6547058867900004,3.0,2.32557965839,3,4,2.468216598,1.5919068608000002,1,0.0,3.0,-3.0,2.11933471933,2.30930275815
6005,4,1,5,1,0,0,4,0,3,3.23517979292,3.2480821295599998,3.7,2.87414788037,3,4,2.80963572268,2.0505264806,1,0.123853397161,3.0,-3.0,2.40395480226,2.63095709333
11928,3,1,32,5,0,0,5,0,3,3.03212121643,3.0610788582499997,3.5,2.7025621397400004,3,4,2.6410256410299997,2.12285920509,1,0.14285714285700002,3.0,-3.0,2.3054187192099995,2.49551376116
18161,3,1,12,2,0,0,7,0,3,3.3781894980400002,3.38714605218,4.0,3.0241877358099996,4,4,3.0,2.3582177089300003,1,0.0,3.0,-3.0,2.5714285714300003,2.8075726083499997
17535,1,1,31,2,0,0,6,0,3,3.66986536398,3.6698777683800006,4.0,3.3935314129500003,4,4,3.66033601169,3.1067410052900004,1,0.0,4.0,-3.0,3.3816385343799995,3.55514188915
945,1,1,31,2,0,0,6,0,3,2.75435160481,2.79857397504,3.0,2.36965489266,3,4,2.30303030303,1.3874918701899999,1,0.0,2.0,-3.0,1.9130434782599997,2.12001410577
21332,3,1,24,5,0,0,5,0,3,3.46117145145,3.4647472068900003,3.75,3.1661650992299997,3,4,3.25,2.36196791199,1,0.115470053838,3.0,-3.0,2.96907216495,3.1387454262700003
5467,1,1,33,6,0,0,4,0,0,2.6968938579799997,2.71287190605,3.25,2.29980593274,3,4,2.34900990099,1.4823238179700002,1,0.13323467750499998,2.0,-3.0,1.9909650924000002,2.18172183434
31710,3,2,104,8,0,0,3,0,2,2.8483057914099996,2.85427522161,3.08333333333,2.54524558259,3,4,2.6428571428599996,1.7870605473599996,1,0.08963850784739999,3.0,-3.0,2.19607843137,2.43920751503
29754,2,2,101,6,0,1,4,0,3,3.5581874356300003,3.5581874356300003,4.0,3.34923828686,4,4,3.5581874356300003,2.58290422245,1,0.0,4.0,-3.0,3.34923828686,3.4730413517300005
7424,2,1,16,1,0,0,4,0,3,3.66033601169,3.66033601169,4.0,3.3816385343799995,4,4,3.66033601169,3.0913075237400003,1,0.0,4.0,-3.0,3.3816385343799995,3.55514188915
30884,3,2,100,9,0,0,5,0,2,2.9243018625099997,2.94362188717,3.25,2.57613661347,3,4,2.468216598,1.7412369004700001,1,0.13323467750499998,3.0,-3.0,2.11933471933,2.30930275815
24425,4,1,26,6,0,1,5,0,3,3.23777296669,3.25953271332,3.6,2.863011062,3,4,2.80963572268,2.10675920538,1,0.136082763488,3.0,-3.0,2.40395480226,2.63095709333
16794,1,1,35,1,0,0,5,0,2,2.68374664365,2.69705231357,2.9230769230799996,2.3316460711599998,2,4,2.25581395349,1.34517149186,3,0.0911605688194,2.0,8.083333333330001,1.91643454039,2.09577757363
8331,4,1,5,2,0,0,6,0,2,2.9790300461,2.9883147492199997,3.25,2.64462871824,3,4,2.77514792899,1.91804826678,1,0.13323467750499998,3.0,-3.0,2.41975897864,2.61829801161
7088,1,1,25,4,0,0,5,0,2,2.7118507969700003,2.7157728713200004,3.0,2.38543266904,3,3,2.44444444444,1.5975055967899998,1,0.0,3.0,-3.0,2.16,2.3195871576599996
26907,2,2,108,9,1,1,4,0,1,2.53840039092,2.5490231583500003,2.9090909090900006,2.18708394946,2,2,2.0,1.39900084138,2,0.160869220953,2.0,6.1,1.82669789227,2.0
3941,3,1,21,1,0,1,5,0,1,2.68534700732,2.7109320184500003,3.0,2.31297681675,2,3,2.16666666667,1.40836926382,1,0.19245008973000002,2.0,-3.0,1.89473684211,2.0396489026599998
11784,4,1,31,2,0,0,3,0,2,2.6531831198,2.68022923356,3.5,2.24446842107,3,4,2.30042918455,1.38954680905,1,0.14285714285700002,2.0,-3.0,1.9176954732499998,2.11883066621
21842,4,1,5,2,0,0,3,0,2,2.7929107203400005,2.7944105473,3.0,2.53031379655,3,4,2.6660079051400003,1.82700616912,1,0.0,3.0,-3.0,2.3444015444,2.52456843162
9986,3,1,16,1,0,0,6,0,3,3.56175470866,3.563265488380001,4.0,3.2755718534400002,4,4,3.4595141700400003,2.75865534172,1,0.0,4.0,-3.0,3.12658227848,3.32699847432
25923,3,2,104,9,0,0,4,0,2,2.75099102652,2.7519243184400004,3.0,2.48563177732,3,4,2.6660079051400003,1.91536922134,1,0.0,3.0,-3.0,2.3444015444,2.52456843162
31855,3,2,104,9,0,0,2,0,2,2.9633221741000004,2.9667433716600002,3.2,2.6077880761000003,3,4,2.8621323529400002,1.53144278129,1,0.125,3.0,-3.0,2.42508710801,2.68295036857
9316,3,1,8,1,0,0,5,0,2,2.67874551539,2.69293555648,3.25,2.31466661944,3,4,2.30042918455,1.63846477761,1,0.13323467750499998,2.0,-3.0,1.9176954732499998,2.11883066621
22904,2,1,32,1,0,0,1,0,3,2.8276342462299997,2.82791447847,3.0,2.45020823322,3,4,2.78810408922,1.34353944768,1,0.0,3.0,-3.0,2.32146709817,2.57726559286
27438,3,2,109,7,1,0,3,0,2,2.88693455914,2.88801020408,3.0,2.71033252619,3,3,2.8265306122400005,2.1624541620900004,3,0.0,3.0,-1.5,2.5296442687700003,2.70126890889
31457,2,2,101,2,0,1,5,0,2,2.47657944751,2.48413737547,3.0,2.10695559426,3,3,2.29702970297,1.35653631991,1,0.0,2.0,-3.0,1.9314741035900003,2.12636144415
15299,1,1,34,1,0,1,6,1,3,2.9001850630900003,2.9179368814099997,3.15384615385,2.57695109253,3,4,2.46666666667,1.6885543640799998,4,0.114400384386,3.0,14.7361245675,2.0,2.26792061085
3170,2,1,28,1,0,0,5,0,2,2.88998269473,2.8974735333599995,3.2,2.6175924448099996,3,3,2.60869565217,1.9852047783200002,1,0.125,3.0,-3.0,2.42105263158,2.52803952937
17126,1,1,7,3,1,0,5,0,3,3.4934813724300002,3.4958688081,4.0,3.1246271634900005,4,4,3.3904653802499998,2.65317790938,1,0.0,4.0,-3.0,2.98841044003,3.22892131478
