ID_CORRELATIVO,CODMES,ATTRITION,SEXO,ESTADO_CIVIL,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,RANG_SDO_PASIVO_MENOS0,FLG_NOMINA,RANG_NRO_PRODUCTOS_MENOS0,SDO_ACTIVO_MENOS0,FLG_SEGURO_MENOS0,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL3_MENOS0,NRO_ENTID_SSFF_MENOS0,FLG_SDO_OTSSFF_MENOS0
9199,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,41,7,Rango_SDO_12,1,Rango_03,0,1,0,0,16,1,0
37021,201208,0,M,Soltero,1,Rang_ingreso_07,Lima,52,2,Rango_SDO_03,1,Rango_03,3800,1,1,0,4,4,1
47730,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,31,0,Rango_SDO_01,0,Rango_01,0,0,0,0,0,3,1
33885,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,53,0,Rango_SDO_01,0,Rango_01,0,0,0,0,4,1,1
91101,201208,1,M,Soltero,1,Rang_ingreso_02,Lima,42,6,Rango_SDO_03,1,Rango_02,0,0,0,0,17,1,0
82457,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,32,3,Cero,0,Rango_02,0,1,0,0,0,3,1
10674,201208,0,M,Soltero,1,Rang_ingreso_04,Provincia,31,4,Rango_SDO_04,1,Rango_03,2360,1,1,0,7,2,0
17120,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,36,8,Rango_SDO_04,1,Rango_02,0,0,0,11,12,2,1
33863,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,30,4,Rango_SDO_02,0,Rango_03,0,1,0,11,4,4,1
45453,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,38,0,Rango_SDO_01,1,Rango_02,0,0,0,0,0,2,1
84435,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,22,5,Rango_SDO_03,0,Rango_03,0,1,1,0,23,0,0
47524,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,45,0,Rango_SDO_02,1,Rango_02,0,0,0,4,4,5,1
56107,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,51,7,Rango_SDO_02,0,Rango_04,578140,1,1,0,9,1,0
78022,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,57,7,Rango_SDO_01,0,Rango_04,64120,1,0,0,0,0,0
88791,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,44,7,Rango_SDO_01,0,Rango_04,0,1,0,0,1,2,1
58717,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,41,0,Rango_SDO_01,0,Rango_02,0,0,0,0,1,0,0
74973,201208,0,M,Soltero,0,,Provincia,28,0,Rango_SDO_04,0,Rango_03,0,1,0,0,0,0,0
3270,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,37,9,Rango_SDO_07,1,Rango_03,0,0,0,1,14,4,1
38689,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,42,6,Cero,0,Rango_02,0,1,0,0,0,5,1
81621,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,28,0,Rango_SDO_01,1,Rango_02,0,0,0,0,0,0,0
36893,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,42,0,Rango_SDO_06,1,Rango_03,0,1,0,0,11,1,0
38870,201208,1,M,Soltero,0,,Lima,24,0,Rango_SDO_01,0,Rango_02,0,0,0,0,4,0,0
56675,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,40,0,Cero,0,Rango_03,410,1,1,0,2,3,1
72774,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,23,0,Rango_SDO_01,0,Rango_03,0,1,0,2,0,5,1
7739,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,38,0,Rango_SDO_01,0,Rango_04,10110,1,0,0,2,5,1
67637,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,77,0,Cero,0,Rango_01,0,0,0,0,0,3,1
53118,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,39,0,Rango_SDO_05,0,Rango_02,0,0,6,0,9,0,0
34318,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,26,1,Rango_SDO_02,1,Rango_02,0,0,0,0,6,0,0
4690,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,23,1,Rango_SDO_04,1,Rango_04,1060,1,0,6,10,1,0
54198,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,25,0,Cero,0,Rango_02,0,0,3,0,1,3,1
45204,201208,0,M,Soltero,1,Rang_ingreso_08,Provincia,32,7,Rango_SDO_14,0,Rango_05,1326500,1,6,20,15,6,1
891,201208,0,M,Soltero,1,,Provincia,21,0,Rango_SDO_03,0,Rango_02,0,0,0,0,0,0,0
19509,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,34,9,Rango_SDO_08,0,Rango_02,0,0,0,12,4,0,0
71959,201208,0,M,Soltero,0,Rang_ingreso_01,Provincia,31,0,Rango_SDO_02,0,Rango_02,0,0,0,0,7,0,0
11456,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,35,2,Cero,0,Rango_02,14670,1,0,0,0,6,1
63022,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,36,0,Rango_SDO_01,0,Rango_04,0,1,0,0,0,0,0
1003,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,43,8,Rango_SDO_08,0,Rango_02,0,0,0,5,0,3,1
11478,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,38,0,Rango_SDO_04,0,Rango_02,0,0,0,0,3,5,1
45909,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,27,1,Rango_SDO_03,1,Rango_03,0,1,3,0,9,1,0
22727,201208,0,M,Soltero,1,Rang_ingreso_07,Provincia,35,4,Cero,0,Rango_02,0,1,0,1,2,7,1
32417,201208,0,M,Soltero,0,,Lima,22,0,Rango_SDO_04,0,Rango_02,0,0,0,10,1,0,0
73852,201208,1,M,Soltero,0,,Provincia,71,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
44960,201208,0,M,Soltero,0,Rang_ingreso_04,Lima,39,0,Rango_SDO_01,1,Rango_02,0,0,2,0,11,0,0
44086,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,29,7,Cero,0,Rango_04,10,1,0,0,0,1,0
86094,201208,1,M,Soltero,1,Rang_ingreso_01,Lima,52,,Rango_SDO_02,0,Rango_03,0,1,0,0,0,1,1
88926,201208,0,M,Soltero,1,Rang_ingreso_05,Provincia,37,0,Rango_SDO_01,0,Rango_04,1560,1,2,0,2,4,1
50263,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,33,0,Cero,0,Rango_01,0,0,2,0,7,6,1
60912,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,58,6,Rango_SDO_02,1,Rango_03,0,1,3,0,7,3,1
14579,201208,0,M,Soltero,1,Rang_ingreso_06,Provincia,41,10,Rango_SDO_07,0,Rango_04,9860,1,0,0,4,3,0
86056,201208,0,M,Soltero,0,Rang_ingreso_02,Provincia,22,0,Rango_SDO_02,1,Rango_02,0,0,9,0,2,0,0
61712,201208,0,M,Soltero,1,Rang_ingreso_04,Provincia,29,0,Rango_SDO_01,0,Rango_02,0,0,0,0,2,3,1
77210,201208,0,M,Soltero,1,,Lima,25,0,Rango_SDO_03,0,Rango_04,130,1,0,0,0,1,0
55397,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,31,5,Rango_SDO_04,0,Rango_02,0,0,0,12,2,2,1
69049,201208,1,M,Soltero,0,,Provincia,,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
56359,201208,0,M,Soltero,1,,Provincia,23,0,Rango_SDO_03,0,Rango_02,0,0,1,7,10,0,0
3382,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,38,0,Rango_SDO_02,0,Rango_01,0,0,0,0,0,1,1
56005,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,31,1,Rango_SDO_07,0,Rango_04,15820,1,0,0,3,3,1
48779,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,24,4,Rango_SDO_07,1,Rango_04,490,1,6,5,13,3,1
62153,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,31,3,Rango_SDO_06,1,Rango_05,7810,1,0,0,17,3,1
71106,201208,0,M,Soltero,0,,Lima,26,0,Rango_SDO_09,0,Rango_01,0,0,0,0,0,0,0
59729,201208,0,M,Soltero,1,Rang_ingreso_07,Lima,33,2,Rango_SDO_12,1,Rango_03,0,0,0,0,17,0,0
18660,201208,0,M,Soltero,0,Rang_ingreso_01,Provincia,61,0,Rango_SDO_10,0,Rango_02,0,0,0,0,14,0,0
28907,201208,1,M,Soltero,1,Rang_ingreso_01,Provincia,24,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
71900,201208,0,M,Soltero,0,Rang_ingreso_02,Lima,35,6,Rango_SDO_01,1,Rango_02,0,0,0,0,12,0,0
5231,201208,1,M,Soltero,1,Rang_ingreso_02,Provincia,26,0,Rango_SDO_01,0,Rango_02,0,0,2,0,3,2,0
89460,201208,1,M,Soltero,1,Rang_ingreso_02,Provincia,27,3,Cero,0,Rango_02,11120,1,0,0,0,5,1
57309,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,47,0,Rango_SDO_01,1,Rango_02,0,0,0,0,14,0,0
8997,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,37,0,Rango_SDO_01,1,Rango_03,0,1,0,1,1,0,0
74968,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,59,10,Rango_SDO_13,1,Rango_05,125660,1,0,0,3,6,1
31786,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,42,5,Rango_SDO_04,1,Rango_03,0,1,3,0,2,2,1
29883,201208,0,M,Soltero,1,Rang_ingreso_02,,,0,Rango_SDO_02,1,Rango_02,0,0,1,4,9,0,0
68774,201208,0,M,Soltero,1,,Provincia,23,0,Rango_SDO_01,0,Rango_02,0,0,1,18,2,1,1
32039,201208,1,M,Soltero,1,Rang_ingreso_02,Lima,58,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,1,1
20212,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,25,0,Rango_SDO_01,1,Rango_03,0,1,0,3,14,1,0
36043,201208,1,M,Soltero,1,,Provincia,25,0,Rango_SDO_02,0,Rango_02,0,0,0,0,3,0,0
4331,201208,0,M,Soltero,0,,Provincia,26,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
35927,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,29,0,Rango_SDO_01,0,Rango_03,0,1,0,0,15,3,1
81196,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,33,2,Rango_SDO_13,0,Rango_05,11860,1,0,0,2,1,0
19099,201208,1,M,Soltero,0,,Lima,21,0,Rango_SDO_01,0,Rango_02,0,0,0,1,1,0,0
56642,201208,0,M,Soltero,1,,Lima,26,3,Rango_SDO_04,0,Rango_03,0,1,0,0,8,0,0
84026,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,31,0,Rango_SDO_01,0,Rango_02,0,0,0,0,27,3,1
28812,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,63,0,Rango_SDO_02,1,Rango_02,0,0,0,0,0,1,1
65331,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,30,0,Rango_SDO_03,0,Rango_02,0,0,0,0,0,2,1
35771,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,26,2,Rango_SDO_01,0,Rango_03,15300,1,0,0,1,3,1
87317,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,25,4,Rango_SDO_09,0,Rango_04,0,1,1,3,1,2,1
72911,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,37,0,Rango_SDO_01,1,Rango_03,0,1,1,0,13,0,0
81483,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,43,3,Cero,0,Rango_02,0,1,0,0,0,3,1
20352,201208,0,M,Soltero,1,Rang_ingreso_04,,,1,Rango_SDO_04,1,Rango_05,4530,1,0,18,7,1,0
73090,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,78,5,Cero,0,Rango_01,0,0,0,0,0,4,1
15546,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,42,4,Rango_SDO_01,1,Rango_05,4040,1,0,0,4,1,0
81966,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,24,2,Cero,0,Rango_02,0,1,0,1,0,4,1
30164,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,,0,Rango_SDO_01,1,Rango_03,0,1,0,8,5,0,0
6205,201208,1,M,Soltero,1,Rang_ingreso_02,Lima,36,,Rango_SDO_01,1,Rango_02,0,0,0,2,0,2,1
39107,201208,0,M,Soltero,0,Rang_ingreso_01,Provincia,21,0,Rango_SDO_01,1,Rango_02,0,0,0,0,26,0,0
47068,201208,0,M,Soltero,0,Rang_ingreso_01,,,0,Rango_SDO_01,1,Rango_02,0,0,0,0,8,0,0
17417,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,23,2,Rango_SDO_01,1,Rango_03,0,1,12,0,6,1,0
6839,201208,0,M,Soltero,0,,Lima,23,5,Rango_SDO_01,0,Rango_02,0,0,0,16,10,0,0
14095,201208,0,M,Soltero,1,Rang_ingreso_07,Lima,34,5,Rango_SDO_04,0,Rango_03,17820,1,1,0,0,6,1
39248,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,33,0,Cero,0,Rango_03,14390,1,0,0,0,5,1
12966,201208,1,M,Soltero,1,Rang_ingreso_04,Lima,26,,Cero,0,Rango_03,0,1,0,0,0,3,1
66879,201208,1,M,Soltero,1,Rang_ingreso_02,Lima,51,2,Rango_SDO_01,1,Rango_03,0,1,0,0,0,2,1
44920,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,,0,Cero,0,Rango_02,0,0,1,1,2,1,1
48178,201208,0,M,Soltero,1,Rang_ingreso_07,Lima,32,4,Rango_SDO_02,0,Rango_04,34210,1,0,17,4,4,1
38550,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,46,0,Rango_SDO_01,1,Rango_02,0,0,0,0,2,0,0
48454,201208,1,M,Soltero,1,Rang_ingreso_02,Lima,30,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,2,0
52544,201208,1,M,Soltero,1,Rang_ingreso_01,Provincia,27,0,Rango_SDO_01,1,Rango_03,0,1,0,0,17,2,1
23112,201208,1,M,Soltero,1,,,,0,Rango_SDO_01,0,Rango_03,0,1,0,0,0,0,0
38954,201208,0,M,Soltero,1,Rang_ingreso_07,Lima,26,4,Rango_SDO_04,1,Rango_04,8950,1,3,21,6,6,1
61370,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,39,9,Rango_SDO_02,1,Rango_05,24770,1,13,11,14,2,0
26086,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,34,10,Rango_SDO_01,1,Rango_03,0,1,0,0,6,2,1
97187,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,38,2,Rango_SDO_03,1,Rango_03,0,1,0,0,24,0,0
62339,201208,0,M,Soltero,1,Rang_ingreso_09,Provincia,42,9,Cero,0,Rango_05,753400,1,0,0,10,0,0
91437,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,33,0,Rango_SDO_01,0,Rango_02,0,0,0,0,8,1,0
13393,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,46,0,Rango_SDO_01,1,Rango_02,0,0,0,0,0,0,0
89627,201208,1,M,Soltero,1,Rang_ingreso_01,Lima,52,2,Rango_SDO_01,1,Rango_03,0,1,0,0,10,6,1
4736,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,27,1,Rango_SDO_01,0,Rango_03,0,1,0,0,0,5,1
35814,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,28,0,Rango_SDO_08,1,Rango_02,0,0,0,14,0,1,1
13246,201208,0,M,Soltero,0,Rang_ingreso_04,Provincia,,0,Rango_SDO_02,1,Rango_03,0,1,0,0,5,0,0
61872,201208,1,M,Soltero,1,,Provincia,36,0,Rango_SDO_01,0,Rango_02,0,0,0,0,4,0,0
49936,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,58,0,Rango_SDO_03,0,Rango_01,0,0,0,0,0,6,1
24715,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,27,0,Rango_SDO_04,0,Rango_03,10400,1,0,0,1,3,1
11739,201208,0,M,Soltero,0,Rang_ingreso_01,,,0,Rango_SDO_01,1,Rango_02,0,0,0,0,43,0,0
10852,201208,1,M,Soltero,1,Rang_ingreso_05,Lima,41,0,Cero,1,Rango_01,0,0,0,0,4,2,0
55187,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,50,6,Rango_SDO_06,0,Rango_03,20390,1,0,0,11,6,1
81686,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,45,9,Rango_SDO_14,0,Rango_03,38840,1,3,0,1,1,0
91394,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,29,9,Rango_SDO_07,1,Rango_04,0,1,2,18,16,3,1
88745,201208,0,M,Soltero,1,,Provincia,34,0,Rango_SDO_06,0,Rango_02,0,0,0,0,6,1,0
2985,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,34,0,Rango_SDO_01,0,Rango_03,10260,1,0,0,0,3,1
6870,201208,1,M,Soltero,1,Rang_ingreso_02,Provincia,26,0,Rango_SDO_01,1,Rango_02,0,0,0,2,3,1,0
84991,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,44,3,Cero,0,Rango_03,93160,1,0,0,0,5,1
45463,201208,0,M,Soltero,0,Rang_ingreso_01,Provincia,23,0,Rango_SDO_03,1,Rango_02,0,0,0,0,2,0,0
70747,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,25,4,Rango_SDO_01,0,Rango_04,13450,1,0,0,5,4,1
36163,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,24,2,Rango_SDO_05,1,Rango_02,0,0,0,0,11,2,0
34005,201208,1,M,Soltero,1,Rang_ingreso_03,Lima,26,4,Cero,0,Rango_02,2020,1,0,0,0,5,1
22508,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,59,0,Rango_SDO_03,0,Rango_02,0,0,5,0,7,2,1
86153,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,34,10,Rango_SDO_03,1,Rango_04,8050,1,0,0,18,4,1
85864,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,33,1,Rango_SDO_01,1,Rango_04,8080,1,1,0,6,2,0
34560,201208,0,M,Soltero,0,Rang_ingreso_06,Provincia,25,0,Rango_SDO_06,1,Rango_02,0,0,0,0,6,0,0
94471,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,29,7,Rango_SDO_01,0,Rango_03,0,1,26,2,3,4,1
77133,201208,0,M,Soltero,0,,Provincia,52,0,Rango_SDO_08,0,Rango_02,0,0,0,0,0,0,0
52837,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,28,0,Rango_SDO_05,1,Rango_03,0,1,0,18,11,1,1
98193,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,38,1,Rango_SDO_01,0,Rango_02,0,0,2,0,5,1,1
70765,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,28,3,Rango_SDO_04,0,Rango_05,33710,1,2,0,9,1,0
87293,201208,1,M,Soltero,1,Rang_ingreso_01,Lima,29,0,Rango_SDO_01,1,Rango_02,0,0,0,0,19,1,1
65481,201208,0,M,Soltero,0,Rang_ingreso_01,Lima,53,0,Rango_SDO_03,1,Rango_02,0,0,0,0,2,0,0
70990,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,49,0,Rango_SDO_01,0,Rango_02,0,0,0,0,1,0,0
31382,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,52,4,Cero,0,Rango_02,160,1,0,0,0,1,0
3818,201208,0,M,Soltero,0,,Lima,21,0,Rango_SDO_04,0,Rango_02,0,0,4,0,4,0,0
17874,201208,0,M,Soltero,1,,Provincia,34,1,Rango_SDO_09,0,Rango_02,0,0,0,0,9,0,0
38820,201208,0,M,Soltero,1,Rang_ingreso_03,Provincia,26,0,Rango_SDO_01,1,Rango_02,0,0,0,0,4,0,0
51850,201208,1,M,Soltero,0,Rang_ingreso_01,Lima,22,2,Rango_SDO_01,1,Rango_02,0,0,1,0,12,0,0
83965,201208,0,M,Soltero,1,Rang_ingreso_04,Provincia,31,5,Cero,0,Rango_02,0,1,0,0,0,4,1
3299,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,40,8,Rango_SDO_05,0,Rango_03,0,0,0,5,8,2,1
71223,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,47,0,Rango_SDO_04,0,Rango_03,9300,1,0,0,13,4,1
15668,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,51,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,1,1
10296,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,27,4,Rango_SDO_07,1,Rango_03,0,1,0,7,5,0,0
73934,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,26,6,Rango_SDO_01,1,Rango_03,0,1,0,8,20,1,0
45764,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,35,10,Rango_SDO_01,1,Rango_04,0,1,5,0,3,3,1
57461,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,34,8,Rango_SDO_04,1,Rango_04,6420,1,2,8,12,2,0
78154,201208,0,M,Soltero,1,Rang_ingreso_04,Provincia,45,10,Rango_SDO_03,0,Rango_02,0,0,0,0,7,5,1
47544,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,48,10,Cero,0,Rango_03,0,1,0,0,0,6,1
63582,201208,0,M,Soltero,1,Rang_ingreso_05,Provincia,27,3,Rango_SDO_02,1,Rango_03,23680,1,1,16,3,7,1
44143,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,25,7,Rango_SDO_03,1,Rango_02,0,0,0,19,10,1,1
34748,201208,1,M,Soltero,1,,Provincia,24,0,Rango_SDO_01,0,Rango_03,0,1,0,0,8,0,0
35084,201208,1,M,Soltero,1,Rang_ingreso_02,Lima,34,10,Cero,0,Rango_02,0,1,0,0,0,4,1
7147,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,25,5,Rango_SDO_02,1,Rango_02,0,0,1,3,2,0,0
18530,201208,1,M,Soltero,0,,Lima,26,2,Rango_SDO_01,0,Rango_02,0,0,5,0,10,0,0
8437,201208,0,M,Soltero,0,Rang_ingreso_02,Lima,23,0,Rango_SDO_03,1,Rango_02,0,0,0,10,6,0,0
44009,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,27,4,Rango_SDO_02,1,Rango_02,0,0,0,0,0,1,0
86004,201208,0,M,Soltero,1,Rang_ingreso_08,Lima,30,9,Rango_SDO_12,1,Rango_05,59950,1,4,4,9,3,1
12222,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,27,5,Rango_SDO_03,1,Rango_03,0,1,12,8,10,3,1
28621,201208,0,M,Soltero,0,,,,0,Rango_SDO_02,0,Rango_02,0,0,0,0,0,0,0
25300,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,41,3,Cero,0,Rango_02,0,1,0,0,0,2,0
9177,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,25,5,Rango_SDO_01,0,Rango_02,0,0,1,10,8,3,1
6647,201208,0,M,Soltero,1,Rang_ingreso_06,Provincia,29,5,Rango_SDO_05,1,Rango_03,0,1,0,0,26,1,0
88606,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,26,4,Rango_SDO_13,1,Rango_04,0,1,5,0,8,1,0
6758,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,27,6,Rango_SDO_05,1,Rango_03,0,1,0,0,3,1,0
77975,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,26,4,Rango_SDO_01,1,Rango_02,0,0,1,18,9,0,0
1748,201208,0,M,Soltero,0,Rang_ingreso_01,Lima,20,2,Rango_SDO_01,1,Rango_02,0,0,0,0,24,0,0
64143,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,51,5,Cero,0,Rango_02,0,1,0,0,0,5,1
41697,201208,0,M,Soltero,1,Rang_ingreso_04,Provincia,37,6,Rango_SDO_01,0,Rango_04,1430,1,0,0,2,7,1
46730,201208,0,M,Soltero,1,Rang_ingreso_05,Lima,23,4,Rango_SDO_01,0,Rango_03,33680,1,6,0,6,3,1
1349,201208,0,M,Soltero,0,,,,0,Rango_SDO_11,0,Rango_02,0,0,0,0,0,0,0
1624,201208,0,M,Soltero,1,Rang_ingreso_04,Provincia,39,10,Rango_SDO_03,1,Rango_02,0,0,2,0,18,1,0
73860,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,28,0,Rango_SDO_01,0,Rango_03,0,1,0,0,8,2,1
90430,201208,1,M,Soltero,1,Rang_ingreso_04,Provincia,23,0,Cero,0,Rango_03,370,1,3,0,2,5,1
66482,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,72,0,Rango_SDO_02,0,Rango_02,0,0,5,0,26,2,1
81788,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,41,8,Rango_SDO_14,0,Rango_03,0,1,7,0,0,4,1
58862,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,27,8,Rango_SDO_02,0,Rango_01,0,0,0,0,0,4,1
72991,201208,0,M,Soltero,1,Rang_ingreso_03,,30,0,Rango_SDO_02,1,Rango_02,0,0,0,10,10,3,1
28194,201208,0,M,Soltero,1,Rang_ingreso_09,Lima,33,1,Rango_SDO_13,1,Rango_03,189620,1,2,16,3,1,0
49878,201208,1,M,Soltero,0,Rang_ingreso_01,Lima,66,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
97131,201208,0,M,Soltero,1,Rang_ingreso_02,Provincia,27,1,Rango_SDO_01,0,Rango_04,2670,1,6,0,0,3,1
39053,201208,1,M,Soltero,1,Rang_ingreso_02,Lima,49,0,Rango_SDO_01,1,Rango_03,0,1,0,0,9,1,0
74692,201208,0,M,Soltero,1,Rang_ingreso_04,Provincia,26,1,Rango_SDO_03,1,Rango_04,400,1,0,20,31,2,0
88832,201208,0,M,Soltero,0,,Provincia,25,0,Rango_SDO_01,0,Rango_02,0,0,0,5,0,0,0
81176,201208,0,M,Soltero,0,,,,0,Rango_SDO_04,0,Rango_02,0,0,0,0,0,0,0
18102,201208,0,M,Soltero,0,Rang_ingreso_01,Lima,68,0,Rango_SDO_13,0,Rango_02,0,0,0,0,0,0,0
31198,201208,0,M,Soltero,1,Rang_ingreso_06,Lima,29,4,Cero,0,Rango_02,0,1,0,0,0,4,1
77343,201208,0,M,Soltero,1,Rang_ingreso_04,Lima,44,5,Cero,0,Rango_02,240,1,0,0,0,4,1
1358,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,28,0,Rango_SDO_01,0,Rango_01,0,0,0,0,0,0,0
44427,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,34,7,Rango_SDO_01,0,Rango_05,22860,1,0,0,0,3,1
30259,201208,0,M,Soltero,1,Rang_ingreso_01,Provincia,30,0,Rango_SDO_03,0,Rango_02,0,0,1,0,2,1,0
88627,201208,0,M,Soltero,1,Rang_ingreso_03,Lima,25,3,Rango_SDO_01,1,Rango_04,4990,1,0,11,42,2,1
30032,201208,0,M,Soltero,0,,Lima,65,0,Cero,0,Rango_01,0,0,0,0,0,0,0
82430,201208,0,M,Soltero,1,Rang_ingreso_01,Lima,68,0,Rango_SDO_02,0,Rango_02,0,0,0,0,4,3,1
98912,201208,0,M,Soltero,1,Rang_ingreso_02,Lima,26,7,Rango_SDO_01,1,Rango_03,0,1,0,0,13,1,1
