ID_CORRELATIVO,CODMES,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
50636,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
71985,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,12,16,17,15,20,4,15,27,32,22,20,0,0,0,0,0,0,0,0,0,0,0,0
11002,201208,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,7,14,7,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
71707,201208,640,500,480,640,1020,900,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
13715,201208,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,2,0,0,6,0,0,0,0,0,2,12,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83468,201208,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,6,5,5,4,3,1,1,1,1,1,1
47237,201208,27890,28780,30000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,4,2,2,2,1,1,1,1,1,1
6704,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
95753,201208,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,6,5,3,1,1,1,1,1,1
9576,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16224,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,12,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
4827,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29683,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76554,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0
46710,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1
16126,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1,1,0,1,1,1
89228,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35307,201208,3160,3250,3240,2950,2680,2810,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
5051,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84955,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,7,5,5,5,5,5,5,5,1,0,1,1,1,1
41970,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,5,1,1,1,1,1,1
48688,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,7,7,7,7,7,1,1,1,1,1,1
14857,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,2,3,3,0,22,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0
73303,201208,2420,660,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,0,0,0,0,3,3,3,1,1,1,1,1,1,1,1,1
45889,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,14,13,6,3,4,4,4,4,4,0,0,0,0,0,0
56792,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
78147,201208,720,680,720,560,630,540,1,1,1,1,1,1,1,3,0,7,1,2,14,10,3,4,7,12,10,24,20,37,20,15,3,3,3,3,3,3,1,1,1,1,1,1
19596,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
79181,201208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,4,1,1,1,1,1,1
94395,201208,19200,19570,19580,20350,20420,20410,1,1,1,1,1,1,1,4,1,5,2,6,26,26,27,18,24,30,18,27,32,16,12,25,3,3,3,3,3,2,1,1,1,1,1,1
56060,201208,0,0,50,0,0,1100,1,1,1,1,1,1,2,0,0,0,1,2,5,3,5,4,5,1,3,13,7,4,5,5,5,4,4,4,4,4,1,1,1,1,1,1
84493,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,13,19,22,22,18,25,2,2,2,0,0,0,1,1,1,0,0,0
34682,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,1,1,1,1,1,1
76524,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
23878,201208,8510,8100,6990,6960,7380,7610,1,1,1,1,1,1,3,2,2,2,1,6,0,0,0,0,0,0,8,11,14,14,19,13,3,3,3,3,3,3,1,1,1,1,1,1
61397,201208,1500,1430,1450,1380,1280,1300,1,1,1,1,1,1,10,7,7,7,5,9,17,15,10,17,15,17,8,16,15,19,15,19,2,2,2,2,2,2,1,1,1,1,1,0
2834,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,31,3,2,4,4,4,4,4,4,1,1,1,1,1,1
93893,201208,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52998,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57421,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
82453,201208,3710,3580,4730,4590,4640,4660,1,1,1,1,1,1,4,7,8,6,8,10,6,5,0,0,0,0,6,9,11,17,13,10,2,2,2,2,2,2,1,1,1,1,1,1
26217,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8511,201208,80,20,200,180,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,6,6,6,6,5,1,1,1,1,1,1
55481,201208,0,0,0,0,0,0,0,0,1,1,1,1,2,6,8,5,5,4,2,3,3,2,0,0,8,9,8,8,7,3,2,2,2,2,2,2,1,1,1,1,1,1
11062,201208,0,30,40,100,0,0,1,1,1,1,0,1,0,1,1,1,1,0,4,4,4,4,4,5,6,8,5,5,2,4,6,6,6,7,6,5,1,1,1,1,1,1
21344,201208,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,33,22,15,15,11,2,1,1,1,0,0,0,0,0,0,0,0
93618,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1
79295,201208,1250,1140,1210,310,240,1980,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,5,5,0,0,1,0,0,0
51078,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,4,4,4,4,4,4,1,1,1,1,1,1
20107,201208,0,70,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,4,4,4,4,4,3,1,1,1,1,0,1
89612,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,9,12,8,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
76621,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34819,201208,11140,11910,12170,12490,12840,13220,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,1,1,1,1,1,1
87806,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
32876,201208,0,210,420,1360,7120,7830,1,1,1,1,1,1,2,6,9,19,5,8,0,0,0,0,0,0,4,4,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0
26259,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44306,201208,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,7,3,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
78349,201208,64630,65570,65720,66560,66340,65220,1,1,1,1,1,1,6,12,0,0,1,14,1,0,0,0,1,2,1,9,3,8,5,0,1,1,1,1,0,1,0,0,0,0,0,0
73029,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,3,22,3,4,10,11,1,1,1,1,1,1,0,0,0,0,0,0
15615,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
45038,201208,2580,2800,2300,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,4,5,4,4,1,1,1,1,1,1
57311,201208,3740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,5,4,4,4,4,1,1,1,1,1,1
23017,201208,4480,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,3,3,3,1,1,1,1,1,1
2817,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73703,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23747,201208,0,800,1610,2250,3130,4250,1,1,1,1,1,1,3,3,0,0,3,14,0,0,0,0,0,0,4,14,15,15,11,15,3,4,4,4,4,4,1,1,1,1,1,1
7827,201208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,1
6465,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98620,201208,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
37568,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,11,9,6,2,1,0,4,11,19,25,0,0,0,0,0,0,0,0,0,0,0,0
63146,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
28926,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80921,201208,46930,49270,49980,3230,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1
29665,201208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,1,1,1,1,1,1
12582,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99171,201208,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,3,2,2,0,0,0,5,12,6,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
21755,201208,96250,96500,54680,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,1,1,1,1,1,1
21167,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
54346,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,23,16,7,7,2,2,1,1,1,1,1,1,1,1,1,1
43732,201208,60270,60370,63840,61290,60570,5550,1,1,1,1,1,1,23,18,23,18,14,17,0,0,0,0,0,0,8,1,4,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0
22845,201208,22100,22510,22960,23320,23710,24000,1,1,1,1,1,1,0,2,2,1,0,0,3,2,3,4,3,3,0,0,1,0,1,0,3,3,3,3,2,2,1,1,1,1,1,1
91715,201208,0,0,0,0,0,0,0,0,0,0,0,1,6,3,6,6,5,14,0,0,0,0,0,0,10,11,8,9,22,9,2,2,1,0,0,0,1,1,1,0,0,0
36027,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92116,201208,0,0,0,0,0,0,0,0,0,1,0,0,9,13,10,7,9,6,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
38298,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67542,201208,1970,2460,230,150,1370,1410,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6,6,6,6,6,6,1,1,1,1,1,1
92236,201208,7720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,1,1,1,1,1,1
10808,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0
86614,201208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,1,1,1,1,1,1
86375,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
45867,201208,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
52710,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97041,201208,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,13,5,7,0,0,0,0,0,0,22,13,10,21,5,6,4,4,4,4,4,4,1,1,1,1,1,1
49730,201208,13250,13630,14040,14470,16520,24990,1,1,1,1,1,1,5,3,7,7,4,10,1,3,6,8,4,3,1,3,11,6,5,8,4,4,4,4,4,4,1,1,1,1,1,1
22215,201208,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,3,3,2,2,3,1,1,1,1,1,1
39759,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,4,3,2,1,1,1,1,1,1,1,1
77774,201208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29870,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,4,1,5,5,5,5,5,5,1,1,1,1,1,1
16678,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,3,3,3,1,1,1,1,1,1
92292,201208,0,0,0,0,0,1580,1,1,1,1,1,1,6,0,0,1,0,2,0,0,0,6,2,0,4,0,0,0,6,1,4,4,4,4,4,4,1,1,1,1,1,1
87320,201208,0,0,0,0,0,0,1,1,1,1,1,1,2,4,3,4,1,3,0,0,0,0,0,0,0,0,1,9,7,7,2,2,2,2,3,3,0,0,0,0,0,0
79316,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,4,4,4,4,5,5,1,1,1,1,1,1
75960,201208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
58804,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,3,1,1,1,1,1,1
18139,201208,0,0,0,0,0,0,1,1,1,0,0,0,2,3,2,0,0,0,25,13,0,0,0,0,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87899,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
94267,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,2,0,16,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86848,201208,0,0,0,0,0,0,1,1,1,1,1,1,8,8,4,2,2,3,6,2,6,11,7,7,7,16,13,5,6,6,2,2,2,2,2,2,0,1,1,1,0,1
54232,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85197,201208,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
82428,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,18,13,11,7,0,0,0,0,0,0,0,0,0,0,0,0
15788,201208,0,0,0,0,0,0,1,1,1,1,1,1,4,2,5,4,1,3,0,0,0,0,0,0,8,9,4,7,8,9,3,3,3,3,3,3,1,1,0,1,1,1
72095,201208,9590,9780,9990,10200,10370,10540,1,1,1,1,1,1,3,5,6,5,4,1,0,0,0,0,0,0,4,15,4,3,2,8,1,1,1,1,1,1,0,0,0,0,0,0
28870,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,19,13,20,13,7,6,11,8,15,12,12,8,1,1,1,1,1,1,0,0,0,0,0,1
84868,201208,1480,1590,1690,1790,1880,1990,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,4,4,1,1,1,1,1,1
84129,201208,10900,11330,11790,17870,18880,19930,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,4,4,4,4,4,1,1,1,1,1,1
57232,201208,6480,6750,7010,7330,7500,7550,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,3,4,4,4,1,1,1,1,1,1
74245,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,5,8,10,9,11,14,13,6,28,4,4,4,4,4,3,1,1,1,1,1,1
86630,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,13,5,0,0,0,0,3,7,2,5,13,3,3,2,2,2,2,2,1,1,1,1,0,0
7101,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
75248,201208,9050,9060,9390,610,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,6,6,6,6,5,5,1,1,1,1,1,1
60834,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
47246,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
3611,201208,55150,56070,56480,56510,57380,58310,1,1,1,1,1,1,10,3,3,10,9,4,0,0,0,0,0,0,18,5,0,0,3,0,5,5,5,5,6,7,0,1,1,1,0,0
73790,201208,0,0,0,0,0,150,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,10,6,8,7,8,4,4,4,5,5,5,1,1,1,1,1,1
26458,201208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,12,2,0,0,4,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48459,201208,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,5,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0
96988,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,6,6,1,1,1,1,1,1
23829,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1
51341,201208,1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,4,4,4,4,1,1,1,1,1,1
31334,201208,0,0,420,710,810,940,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,10,2,2,2,1,1,1,1,1,1,0,0,0
76846,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,1,1,1,1,0,0
94698,201208,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,1,1,1,1,1,1
78764,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,14,3,0,0,0,20,21,16,12,0,0,2,2,2,2,2,2,1,1,1,1,1,1
55731,201208,0,0,0,0,0,0,1,1,1,1,1,1,5,7,9,4,5,15,0,0,0,1,10,21,2,0,11,33,20,8,5,5,5,4,4,4,1,1,1,1,1,1
81698,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73293,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,14,13,13,1,1,1,1,0,0,1,1,1,1,0,0
41326,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,3,1,0,0,0,0,0,0,6,5,0,0,0,1,3,3,3,3,3,2,1,1,1,1,1,1
55330,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0
73520,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6625,201208,0,0,290,1190,1210,1240,1,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,5,5,5,1,1,1,1,1,1
57719,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,1,1,1,1,0,0,0,0,0,0
