,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12
1450,5f7df567c1ff1b6edeb7bc496a635a4a9b69c80a2bd855a315698e10d6f00bec,0,1078,239,35.0,0,1000.0,0.0,937.0,75.0,395.0,56,38
1076,c330917e3e4c7917bd2f1f20d9da728270e4250536c4573d9381899ab7211441,33,1166,37,60.0,0,0.0,0.0,0.0,-999.0,72.0,56,38
3941,ff476b3e18a7452d5fd10d3f7d6f4b6e6ac16e0a56801b4e924aa0cbc465af41,60,3564,17,32.0,0,525.0,0.0,472.0,84.0,0.0,55,61
3390,89a9162512d3bb3bd649a8cc96ab62666c995a1a30c0736b2041604a223efc39,0,2180,300,39.0,0,414.13,0.0,872.0,69.0,363.0,56,38
1682,51ee2cc4926eed1038c5d6e412c2aba341a198caaa4f8397a302f233bc0e94bf,0,1447,88,25.0,0,565.76,0.0,479.0,13.0,48.0,16,21
5685,2d4ce95440aaf0f3f22ae8940c4d4b7445c76545e8e907c9917e22ccb85dbccd,0,3179,35,50.0,1,3500.0,0.0,786.0,186.0,631.0,56,38
183,f06e9bd6b7ec11bb5d32a248c0de9b5c64c8ccdbae5a679ab92cd33cd4efda15,0,302,213,48.0,1,488.8,0.0,0.0,54.0,33.0,56,38
3137,40db5f0af9b9d338c394d0546688e390242a351b38e396cf3eacacb0e8ad3e50,60,1893,221,43.0,1,720.0,0.0,480.0,68.0,128.0,56,38
2505,bc5678734cd5b9dfbea95724f9a762203177681f1a09bbfe3a3e606b761235ee,0,1349,35,62.0,0,0.0,0.0,763.0,-999.0,719.0,56,38
3077,29a26f26f901007a15235f712b716332bbb441449a298f83e4912e3912d36ed0,30,1911,300,44.0,0,530.4,0.0,714.0,48.0,1.0,56,38
2307,fe090228762a033d0f1ad5431237f614305e2abadd5ab6e0de1cfd7bfc309ba8,30,2439,286,29.0,0,0.0,0.0,0.0,-999.0,32.0,42,31
2695,07d594ee19610df052594a22de2ca395786298bdf1b68a7b6b451488dd410cf4,0,3385,67,52.0,1,0.0,0.0,0.0,-999.0,391.0,6,63
4124,476482d0be4a9f8a6e1c8935279aa8a064bc02d6fc6cba8a0016ff6864cd12aa,45,2782,145,30.0,0,600.0,0.0,513.0,37.0,0.0,58,2
1496,302261dcbab76a60185ede06b97b84c9d152eaa11314df33b4d89f7d77d35fd7,0,3564,83,34.0,0,488.8,0.0,840.0,72.0,498.0,16,20
5533,5cefbb07978590cedaa8261266188655a36f7fb6d51cb83c3088603744e59db1,33,3531,35,42.0,1,0.0,0.0,612.0,-999.0,299.0,56,38
1948,1bd9eb94b241c588ab0c4f8ea8a7f63e683c4667448d36a78cbc8feaaf2c7737,30,1365,229,52.0,0,488.8,0.0,456.0,35.0,81.0,56,26
2938,ce377cc8cbaf46b1f778434364786d078caba7879f484144b3e6f29a85b4d348,30,651,146,46.0,1,5000.0,0.0,734.0,72.0,394.0,56,38
3551,96a5e4d06d71e8c6751baad8ed1b45d2303b143070f471fe4996beca674841c8,0,3400,26,37.0,1,0.0,0.0,660.0,-999.0,401.0,58,18
4349,74f57a84a17f3782bf5f8d4d9c7d3ab014448caa71fdf96467313e9fb719f125,0,880,300,27.0,0,800.0,0.0,774.0,66.0,650.0,56,38
3609,8c583ac715c021525d2660346b114d8f09c966ef781a73360c94ff7934d8712a,60,776,300,36.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
5791,236756c111d4f8eb873dc59818b745f058a1de87730830a8efbd0f284ccf807e,0,3564,321,0.0,2,0.0,0.0,0.0,-999.0,415.0,81,72
1082,706fd72df3a0fb61639c1b5f51aab2dd71741e046a2b6bf3d9967f27e22df93d,0,1815,10,64.0,0,8800.0,0.0,892.0,210.0,481.0,56,38
748,86eaedf18498deba562b040f9b555839b97bdca7733164ad5fb153ba7f3979ff,0,1657,216,67.0,1,1899.04,0.0,975.0,287.0,561.0,55,70
798,b9bf9679e4a7ba7a8d9cd8929eb04bb59aa21c49866bf90a5b31f593f81bd31d,110,1897,270,36.0,1,0.0,0.0,0.0,-999.0,0.0,21,19
2677,dd0d283a23b2db8dfd2b144b814198f67957042292591778e3c44a84e8084c15,0,944,10,56.0,0,0.0,0.0,0.0,-999.0,28.0,56,38
2413,64f3dbb7f12cdbf0dd651aa9b5af2fa0bfae39080cff57dc9e3279877550ca39,0,257,265,43.0,1,887.19,0.0,537.0,28.0,163.0,56,38
322,667845a58f76a8409fc24f08c443b426bd04e0a26c2ccdac75e5d210d71ba322,30,1996,37,33.0,0,0.0,0.0,0.0,-999.0,186.0,56,38
2095,17a018e4e52af8cc7d177a6830ac923c26b4dcecb446a23039960393450395b8,0,2938,66,29.0,1,0.0,0.0,437.0,-999.0,288.0,57,13
3835,56d789eaf19300618612a442e128ae989faa7985984932a8fa713a0e2456ea81,0,2802,300,33.0,0,603.8,0.0,403.0,89.0,614.0,56,38
5416,89db26a582029e2e2c777a1ed3431c4cb07c7f60022dc42303f9a26c305bb50f,30,1815,229,30.0,1,0.0,0.0,0.0,-999.0,0.0,56,26
2044,f456b0aee7a9447470c3d0d4638b83e12e774b293fb08b8b74d52466b2dbc5f9,30,1038,201,35.0,1,700.0,0.0,620.0,49.0,169.0,39,17
2866,e7396626652a69459bb72bc50944800a2c2118d18dce245a35c130a9594170ad,0,1882,196,48.0,1,0.0,0.0,0.0,-999.0,689.0,56,51
978,7c3fc283be31bf8ee16fcf92eb6008d3bc7d54ce08fb7adc7151f6d331818024,60,1059,144,54.0,1,0.0,0.0,0.0,-999.0,500.0,56,51
1912,9dc70a336b0b3a79e02aa4fc5c171659988370a91a9a39759ab2e7b8aeccf57e,0,1868,267,33.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
1761,4f4a59ce85122b0aa1dec5cbbd47abda8c7308773a765eb74b01dab1fad43390,60,1416,35,28.0,0,513.0,0.0,0.0,69.0,0.0,56,38
1718,41d1bef69508d3c14ebd0db5b9ff0daa7429062f313161aada14bf2791a199f9,0,2093,213,24.0,1,600.0,0.0,786.0,37.0,337.0,56,38
1061,1ae509c19d8b5578a967918fe17eb4678558d18184b973335b82609cbc22491e,33,2031,71,61.0,1,0.0,0.0,0.0,-999.0,0.0,16,20
752,f84b6e95807b809e5202c312c7ceb78b69aeb17f1c3b7c1ffb8a628e3a2f08a5,0,2535,81,42.0,0,0.0,0.0,767.0,-999.0,425.0,21,19
3614,04af937d5e7fd489867767427d31184ce24539cda866b703f49a39d22d9982b8,30,3564,37,36.0,0,1034.0,0.0,589.0,63.0,0.0,56,38
2129,be2d89ff03cd8040f1a33200c2e3d84d6baf4b2c6fea53d2bd143cee291a2d17,0,27,281,77.0,0,0.0,0.0,0.0,-999.0,786.0,39,53
1653,aa690b48a533b26a35f54bf5871c513240803262fbc4d51715d95c7104521db3,0,1991,146,27.0,0,530.4,0.0,486.0,22.0,500.0,56,38
4552,131a3308c90e964ec6cd95450d8b12b9a76a81e6aaf461b751835b2f537bb762,180,3564,239,27.0,1,650.0,0.0,591.0,25.0,0.0,56,38
3925,97e3f108d337946feff3fbb7affcf2705e4297dd9724a776d56a5ffd37a499c2,0,1570,35,32.0,1,15000.0,0.0,975.0,126.0,571.0,56,38
3637,4af5a874c007d4280005c8f148daad0c031bde07c352d15257f4fe22ed853238,116,1815,213,35.0,0,600.0,0.0,587.0,107.0,0.0,56,38
3149,46e5032b6d037e56fd8cc89d548d6fc6131baacaf02362fbc78d20af4c4a5b12,63,3011,35,43.0,0,0.0,0.0,0.0,-999.0,303.0,56,38
5879,e64847e82ec07fd161327ab537b99f1f06a4312fbc4c00e7967916e32b8aed54,5,1840,73,44.0,0,5000.0,0.0,595.0,-999.0,308.0,39,17
4166,b60f2fe1022298470eb40bb3c0eaa4208f8722e2235a4a0875b1587b1a5a6165,121,3564,17,29.0,1,0.0,0.0,0.0,-999.0,500.0,55,61
450,3e2f6463e9430857b83ce970fa629411383a6bfaf7bedef658a568752edb8040,0,781,30,43.0,1,1000.0,0.0,0.0,89.0,619.0,18,59
1743,26a237aa81ba4afe52ffc6b4ea083b7775e333f508199b86d9dc3084c9000b0a,30,790,76,22.0,0,550.0,0.0,649.0,24.0,543.0,16,20
3015,c67363522578cead276da17198c1f5c18dd24ba86e75faad6f4490575e6e823d,0,2062,249,63.0,1,890.64,0.0,730.0,-999.0,510.0,56,38
3907,b9ceee7a6e3a7f80bc3fa9ac7b130a6ff641a113ed9a830ce7b1fe232b8a2f2c,0,3564,145,32.0,0,600.0,0.0,0.0,97.0,628.0,56,2
5085,a560e15b100e6b949350a1fddc9673a235a2569e4e9252df669c0e471db0420f,0,973,37,27.0,1,915.0,0.0,601.0,51.0,573.0,56,38
5523,1c22da26721ba7badfc80c303d7aadfa658586db0cd5c1205c25106caec611f3,0,3536,81,36.0,1,2000.0,0.0,0.0,102.0,379.0,21,19
2713,8f88ecc7c25aec66fd43292712d5e9dce9a9c32c4eba5e3525232c60b6f66d9e,30,2304,34,51.0,1,1689.78,0.0,578.0,111.0,3.0,56,51
647,2204b4e84c823c03d4562cf3541d5de8b52f9f721baeec25c013deb237998bb7,0,3564,321,0.0,2,0.0,0.0,803.0,-999.0,434.0,81,72
5371,d25751dfcf46381ded851bd73ecd39b9c547f784066268721dd6f27e411ee2cf,61,3415,146,33.0,1,0.0,0.0,0.0,-999.0,3.0,56,38
1709,0d9ef7a76a11a7bb571b05b33af43c08f79fd7872966172e20a46176bff61376,0,2059,34,75.0,0,0.0,0.0,0.0,-999.0,538.0,56,51
431,b027ee440c29de95b827ea2ef807da882342fe580cbdf0308253bcaf64f70737,0,156,33,47.0,1,500.0,0.0,0.0,204.0,601.0,56,51
4590,21f1020d7e2347a8d9da1de998fb9c5322fed23b40c68f29d4392b9ecec6cd4a,60,3162,256,26.0,0,800.0,0.0,947.0,80.0,110.0,56,51
5189,a22933b49977305508fc4da3feadab3203fb44417a0bbf1535439a37b358bc4c,91,517,43,55.0,1,0.0,0.0,0.0,-999.0,0.0,20,72
300,ec4dfa6bcfb6b869465ae433a5199e2f90107f63c0f5543172b23f2d048e19c5,0,299,267,41.0,1,0.0,0.0,589.0,-999.0,283.0,56,38
1777,93ed6e53a1d7e0e09a41bd132383cbce87b442aa95f1c8b8a34a267e3a6da16e,33,2827,150,26.0,1,530.4,0.0,856.0,21.0,111.0,16,8
2595,584168cb5736036e635de907757933ce14ef71e44d72cde1d9ecf3cbd9fa8e95,121,1863,190,55.0,1,2309.0,0.0,690.0,159.0,0.0,16,7
3189,2244a9a9c26f9742065e09d0479f944428e195963924d8f671ad9b1bc66dbfdb,90,800,146,44.0,0,11516.33,0.0,700.0,-999.0,357.0,56,38
4316,89d2248a50c8dc9ea364699e0908494e1415f82f4610c9c6f9b96c681e10c81a,63,1869,256,28.0,0,0.0,0.0,0.0,-999.0,1.0,56,51
2320,060a348325b983c14f4a1bfb86307806a7e5a5f897c22ef394f2e30c2654d31d,0,3410,27,26.0,0,0.0,0.0,0.0,-999.0,407.0,58,18
5595,243d4929d956629031edc45e8817f8f989d838e6bbd8d8891571d0dabb5db82f,0,279,219,41.0,1,0.0,0.0,647.0,-999.0,438.0,56,38
93,6e002b15ad3a4a3c04e957c0990ff558d6aa014bba5a60cb81573969ff33b5e2,0,2274,300,51.0,0,1767.42,0.0,699.0,255.0,477.0,56,38
4405,0364872c74df3c8c21435e4704fc8247f1d51e5ea56de073c5fe7f5d98af1ecb,0,1056,140,27.0,0,530.5,0.0,714.0,69.0,0.0,56,26
3293,c7373d47e17b3518964e651578bbf971bd8c8d01953caef05e13bc1919fa0ba3,0,2315,300,41.0,1,0.0,0.0,0.0,-999.0,137.0,56,38
2757,9f44905ecf6e0be9a73f3d7d75697e92c9c51b54ecb740b823f9b11f5b7c1a90,0,936,37,49.0,1,0.0,0.0,807.0,-999.0,529.0,56,38
1890,3d9d9957f685e1ca432d3ca54179fd6b5be155c035fa658e23f5306b480cc882,59,1637,35,29.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
2905,b7b586eaeec84125dfeb91a8f567d4759334a0f2a227e732882c804c2107e033,0,137,239,46.0,1,2300.0,0.0,774.0,113.0,217.0,56,38
3873,f1d35c1d34b7189e39dd89c0adc2928a58deda3dc6cb582fcaba5ff70d470b91,0,2629,17,32.0,1,590.0,0.0,540.0,83.0,268.0,55,61
1298,7e269ee931cf3d8d8b8a87080b6b183f503a380a45fbff9a63b4698a1ade1e95,33,1815,83,43.0,1,3521.0,0.0,949.0,194.0,0.0,16,20
2515,4d4db7561a10a6e73d72a9b9e3de4e8171059090e4c40d6962ca92d851807b94,0,1304,145,65.0,0,0.0,0.0,0.0,-999.0,390.0,56,2
3463,4baa9f178a4e9ef97a8dc0ee7227e1a5fed9421327f551187f134291485ed02a,0,454,219,38.0,0,0.0,0.0,779.0,-999.0,0.0,56,38
416,dd8c149334ddefadb4af0df83d3db8685c741f7235a7993eb6567ef60a1b4207,33,3378,26,49.0,1,0.0,0.0,0.0,-999.0,0.0,58,18
3297,16e4173d7242e4d78547512c5a71963bde60a998fab7fa28aea5c7dbde52e63a,0,224,267,41.0,0,650.0,0.0,766.0,66.0,897.0,56,38
3469,184aaf2677bc9c30ec26e790df0089679d2f1ee27a9966c6ee5b43b175781aa5,176,1918,17,38.0,1,400.0,0.0,831.0,38.0,180.0,55,61
3385,2f909ed3ecebcae43f5f36b868a9799c897ec1063735bb2faa81218a5eb2ac15,33,1815,146,39.0,0,0.0,0.0,0.0,-999.0,1.0,56,38
4853,30c7f61087bce58dadbc1c65ab829c9b647022dfe73145b89040dce0d3d7efaf,30,1165,70,47.0,1,712.8,0.0,0.0,115.0,1.0,56,38
1319,aa17128eee111aa557c53dbd1474a00a3d25711c944dce3499e458e8555f3d7d,181,1815,238,42.0,0,0.0,0.0,0.0,-999.0,0.0,16,5
3628,ed4764bf243fa191c8630b46c1c30da66e2ab059d742990e330427d2391e2d57,0,2991,300,36.0,0,850.0,0.0,798.0,107.0,139.0,56,38
3608,9645a9f039d43389aa8028e88d412558a49ee647e4e42aaad95652b09af1e4a4,30,451,256,36.0,1,1879.5,0.0,611.0,21.0,421.0,56,51
524,925e2e76fdcb22ae381855ae3e9d4a92063f250286a5bc3e9f6d0ed77a8ad9fe,0,3044,17,70.0,1,275.22,0.0,0.0,1316.0,856.0,55,61
5882,10c6fb3a15f114e5009c0122a467e086ac2926f301bc02a07d42d96774fc4f9b,0,2406,267,50.0,1,7200.0,0.0,732.0,126.0,245.0,56,38
733,3d63efe999b0288146ccd20457fc311683ef1823d800d2e7dc1a1ee5be037479,0,29,259,74.0,0,0.0,0.0,0.0,-999.0,747.0,21,19
2967,161b1e242f77640713f4dda9bb2ec068b96d5944b521fcbfb6e4d65cb0ebc5f3,0,2628,216,46.0,1,4000.0,0.0,855.0,300.0,594.0,55,70
5570,379372bd2d710a2228a6bcce223495e941d6e11008b2c97aef158b191726d225,0,2549,219,36.0,1,0.0,0.0,767.0,-999.0,460.0,56,38
1767,b7ac18221c6f15b2713995b993dcf783c6fb479cce2dbdb1690d4d9842064e7a,66,1875,83,27.0,1,511.88,0.0,905.0,16.0,0.0,16,20
2796,86b3dd54ed8f54acc2122b3d7dd1c3d7c562b316b0e3913e5c482d8f493c66b7,0,3500,167,50.0,0,1350.0,0.0,722.0,382.0,392.0,56,38
5108,fa4098695b1899cf9e692157702bb40751f3e5a182236644e48fe38f04282262,0,2741,70,25.0,1,800.0,0.0,0.0,43.0,228.0,56,38
5471,e986ddab6057da7de5ef7bd2a3c8abb0fbbb51ebbad61a16d3e5066ce6c71cae,30,272,267,50.0,1,36250.0,0.0,0.0,496.0,193.0,56,38
4628,6e317430c1eff59dea9f290c4d0afbfb643fd67278093f71324b29aaa0a2deee,121,535,146,23.0,1,613.6,0.0,516.0,14.0,0.0,56,38
1040,4619828d932d82f27145468ad73d65801f4d1efa409a496876692ec38f9faaa9,138,1837,8,65.0,1,0.0,0.0,0.0,-999.0,0.0,56,51
4982,97fe38d72c9bd87f45b7db2c90f6c48a08ff97ee6caf0fb930f25b4777ec0e4e,0,1835,280,35.0,1,2500.0,0.0,848.0,-999.0,853.0,77,52
2927,5d7c18da58943f9167b8146d1a51c28b204d7c3a9cb7c0fed9c51dc7f996853a,0,587,219,46.0,0,0.0,0.0,0.0,-999.0,646.0,56,38
3300,efaf3aabf5de355b12e3d77b218b78f9c3fe6d7e5dc647b6bce9dce8b50453dc,0,428,8,44.0,0,530.0,0.0,638.0,82.0,144.0,56,51
1451,948e8f2b5d160e65f5ae1391bab2d6e5aa8773fe429acbfb0dff30de45d757b4,66,2826,83,35.0,1,0.0,0.0,0.0,-999.0,0.0,16,20
4988,593777bedc71eb8832b632b9c4060d5228e7140b8ad94c0f02d51a260dff25c2,60,2590,209,36.0,1,0.0,0.0,648.0,-999.0,0.0,58,2
5436,57ddc0399957488622355d774b14fc4715318cac386cb7d4b31f87565445aa69,60,2450,59,46.0,1,1000.0,1000.0,597.0,59.0,279.0,21,19
4591,1ffe35894d6b0ed025c4c1109455fe78da05038ae565c059925d1d9cc12b62ff,47,3234,211,24.0,1,544.59,0.0,777.0,24.0,249.0,56,51
685,75c03a10f99eacb8296b14a2fadbae793b2dc07e105f6e0e939f6c32413b2239,0,3562,44,48.0,1,0.0,0.0,664.0,-999.0,131.0,21,19
1277,1cffa20a1cdc6b4e981dec8be2c61b600808d87754bcff5c6ff82c5931e7933e,0,2696,83,43.0,1,0.0,0.0,0.0,-999.0,0.0,16,20
4281,04444c822a3393091443e078e8ef8ae12d773b85b6aa3ade797ddfc015c1ffd3,0,3190,146,28.0,1,557.44,0.0,860.0,42.0,471.0,56,38
3180,b36a397c9af5444e5a02fa50fa005a5beb7bbc7e488a96242900d04c9bfb458f,121,2588,97,46.0,1,600.0,0.0,487.0,71.0,0.0,56,38
5306,31566a93ad37f4696c7fe65151d5563c915b214b116348ac5db756d022a7a0d2,76,1763,316,38.0,1,800.0,0.0,0.0,44.0,0.0,58,2
4476,d368fd9cfde01f91c4d6c1dec409f7c99837842241123b812779c467f9f0a9c9,30,955,300,26.0,1,557.44,0.0,560.0,19.0,2.0,56,38
2220,a26964933ee8787372157dcb739f372284d85b7ea0ab6403c5e47ea5df7c6e6e,30,1348,137,45.0,0,0.0,0.0,0.0,-999.0,0.0,42,25
1594,be34c3aef9fcd5a618d1e25a7d2a4a56cd90b45f8509b3ac86eee0b685c29517,63,816,184,28.0,0,770.0,0.0,742.0,108.0,115.0,16,21
5578,254e07dc405565596b9f566b520a8a6460a81612948e63a9c6cc599c294147b7,0,3476,27,45.0,1,0.0,0.0,461.0,-999.0,353.0,56,26
3955,e2626c615471be8898981e752d323430ea0b7e8f3e3c64068d743c5623cdcbe0,211,2195,27,32.0,1,1100.0,0.0,658.0,70.0,0.0,56,26
692,cb1990bb6d49ff930786ee951a3f580f7c68b1269de4f168c1ea57b5d68706a0,152,1815,259,46.0,1,4000.0,0.0,667.0,62.0,0.0,21,19
4709,d724fe2b8d59a9d8526232434b133c443b5dac377a761fa31d4b9e002400cf54,15,3127,34,21.0,1,700.22,0.0,0.0,23.0,0.0,56,51
5388,538a8eb0722f2d9b0277ebb53273923c0a5a55402f0a6fd1341a481c32895292,60,2762,35,38.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
2254,f7bfec33135b9ca3f0be7cfee871182c4f323da6f2a7870b9fefc5c8b59824f4,0,27,312,78.0,1,0.0,0.0,0.0,-999.0,856.0,56,51
1103,5194d0c372bece0b650e9964cfc63120461dd7aa19b8a52ebae6d7367ef59d5b,51,3564,10,52.0,0,0.0,0.0,0.0,-999.0,500.0,56,38
482,b40786e5d21cddb6c1f1c5cb487f49cfdd6f981a251ed00424a1a403d75a043d,0,2011,37,71.0,0,0.0,0.0,695.0,-999.0,474.0,56,38
745,4f61418221ad9f30b34c752c1acdbdf946c32c28d46309c905fa5a8758a648be,0,1815,81,43.0,0,3016.92,0.0,975.0,246.0,670.0,21,19
1429,19821401a1e15ff14d12f7a0dd64622deb2280f65f59a9742b07edc8e773d3f2,121,1815,83,36.0,1,4880.91,0.0,702.0,122.0,107.0,16,20
841,340efcdab4a28498db6fd75b7b753c1e6029da2bf6f3970718f767063ee70e00,0,3564,59,31.0,1,821.98,0.0,589.0,97.0,2.0,21,19
2112,a060e39cf30257dea46ee1ce327149d61249059368bbf6348bb8bfdc06f42e17,0,837,149,25.0,0,651.04,0.0,603.0,18.0,454.0,42,33
1754,21e8d5889242142b83e1f43c936a66234990baedc7c30d5e15062dbad58758bb,121,1815,150,27.0,0,2504.41,0.0,703.0,-999.0,0.0,16,8
2281,f1937fd59628c5ed02c67e49c9d21876eb2498d73be9c325b74f8249913c9ad4,73,3468,270,35.0,0,0.0,0.0,0.0,-999.0,241.0,21,19
2547,1855af9f322ce0e937d7775e7c1a14a021299ae9ecf045a22b5c6ef5be11ad46,5,80,146,57.0,1,0.0,0.0,0.0,-999.0,20.0,56,38
3456,2cf26483a079c895562a6911a33122d6ba188db445fa39ddf354c9b94202de2d,96,44,146,38.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
5046,d64f7ccf58a5c856a3f8e4b13a1d2b28b136c805b2dbfde0a948d72bcd7367eb,0,3220,285,32.0,0,432.64,0.0,0.0,69.0,1.0,77,54
4903,f5f9ffa56c3ba16b44951d0ae9c7ff8cdf9dbe3f62c6d2e9596c59c808e8f70d,0,29,145,75.0,1,0.0,0.0,0.0,-999.0,760.0,56,2
1802,6328d5ea736e9815b047c9658153bd94c42499597e4bf9c898d782d8a074cce7,0,2068,100,71.0,1,0.0,0.0,0.0,-999.0,492.0,56,26
250,a921de32cce9de7582ef1d5d2cd63f4f57a842de397f98c64537c306b812e0e4,60,1973,267,35.0,0,0.0,0.0,516.0,-999.0,1.0,56,38
4393,7c8c4e8212f212ba094941af1e9834bbb04165e999f295f65324e0d18724afa2,158,641,34,27.0,1,750.0,0.0,637.0,53.0,177.0,56,51
4026,37ed072b84a92dae33d552f20b3eea20ed878531f8ddeba4fb593e855774661b,0,765,219,31.0,0,0.0,0.0,789.0,-999.0,474.0,56,38
654,5776779349a62c8ff2184f842db85baeaf0e6d9ec832efba211c2197733268cf,5,531,144,56.0,0,0.0,0.0,0.0,-999.0,192.0,56,51
1920,ffec70870d9891896f525c5a51779eac01b37310d25b18f83f6ff8be4775d107,0,19,17,70.0,0,0.0,0.0,0.0,-999.0,730.0,55,61
4953,7e17e352e12b27779746bd128f23068f08c6b28b1f73ed3f19904061287e8bb8,395,3564,229,38.0,1,539.93,0.0,824.0,68.0,0.0,56,26
2104,3bbb66f083077bfae2190bdd64e3e36588f9572ffcf030af64b2015235173bc1,0,2541,73,28.0,1,515.0,0.0,488.0,47.0,555.0,39,17
2591,8b12e4c091996525761c644061e6fb4e781ce2d7f7b8cddda97ac2bdd84b7c3f,0,1487,10,54.0,1,0.0,0.0,757.0,-999.0,505.0,56,38
1039,0f3dedaf2d2d7935650bfb98c30b42c292f66192213551e1f501cee31b834b85,0,2661,263,65.0,1,950.56,0.0,0.0,85.0,663.0,16,20
5703,7b37ce78b30524500b671376f233b7f77c0447a20dd7860398942d99d597fc6d,0,2348,30,42.0,0,2797.49,0.0,538.0,205.0,534.0,18,59
547,28a49520c46ae42fde37c6cc27d444f74546018910eebbf8652674405714cd75,30,3564,145,32.0,1,900.0,0.0,689.0,8.0,10.0,56,2
3745,85f0dfec17860c20d156019431b7ae5413a8117f76a8f126cfed2d15298e9392,0,1595,146,34.0,0,0.0,0.0,0.0,-999.0,248.0,56,38
638,6b1892d635b45eb48106879cebac10aaf0b718b113a6eef025edb1df2f1ca70f,0,753,219,61.0,0,0.0,0.0,830.0,-999.0,983.0,56,38
3663,e48f4803b90defe880281e76b37f21e7960c6ee0ddee1b32945795425986b33c,3,2169,17,35.0,0,0.0,0.0,0.0,-999.0,232.0,55,61
789,873352648d5f2060bced93764e3ff8e1f69aa90564cf364ab1ad5e9555bf8497,0,466,167,37.0,1,2584.54,0.0,951.0,91.0,513.0,56,38
2846,3c1dab536c3134c0802de62f40828b8887a2ab58e7c25e7866aea9e776bd1b0a,59,187,146,49.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
5156,d012d7d03b51c45595fed68e3ba10feacb4b89aa1bb6ccfa5353b6d107799049,33,3564,216,33.0,1,0.0,0.0,0.0,-999.0,0.0,55,70
3055,f26acf2dcc2e63b5c8d7cc39afd17fdde47e2462f5a0f2e0c77028824a22d294,0,2740,242,44.0,1,0.0,0.0,0.0,-999.0,0.0,58,18
3662,25d61912e02b01bcb7ffa4c2b8bda8972e7c376a5a230b20f408e8c1ba8a39b0,0,450,267,35.0,0,5355.0,2677.48,941.0,77.0,496.0,56,38
347,8bc3a4aa473c3229cce9f09bac49d8fb7c3cbccd0efda8734bbdc8d6d82e1686,0,1908,244,44.0,0,0.0,0.0,0.0,-999.0,609.0,8,72
1481,6c91ee4f184993c01bf07855299e8a345f72d9d47b33b7da59e88fecb1cf9605,0,1593,83,34.0,0,530.4,0.0,770.0,20.0,303.0,16,20
3193,c45925c643d0d975d7a85b815866b9020b7569971044529c65b9701d7c554a2d,30,876,300,43.0,1,488.8,0.0,509.0,76.0,144.0,56,38
3966,1856984ee2dcb2624d002dba7b72e73115acc40546f417a133e456cc970c8be2,0,2133,70,31.0,0,650.0,0.0,507.0,22.0,6.0,56,38
2474,8a7a55bea67313983c4e84541e442c9a14aa9841a84db2548477851d96312cdc,5,380,167,67.0,1,0.0,0.0,0.0,1423.0,449.0,56,38
1819,accd2bfc212dd93395530880974380880221599a2f185653b519ace3d312f960,153,1815,35,43.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
1938,f238098d89f923e3211afc806664fbf256c76b0acd262c007a83b26e5764a92a,30,2060,73,60.0,0,2887.0,0.0,923.0,-999.0,0.0,39,17
3878,b48186ec6744aa66a75143639ca1070cdabc2f4f27d18e0ed88b2cf1aba6508a,60,1512,211,32.0,0,600.0,0.0,676.0,70.0,0.0,56,51
1918,c481da8ecb6b420a43c955a7a5c6735c10a0e4ba3cd6be434e9ba8c556f50966,0,1815,258,72.0,1,1890.0,0.0,856.0,-999.0,675.0,42,33
3811,9bcf37688eefd590e3ddcbfef54c40a2ff013f341a5c15b43aee8f66486b31f7,0,659,243,36.0,1,824.96,0.0,609.0,14.0,205.0,21,19
1001,acc092cbbcfbfa82c98e6f7ee4d0e1ee8b98e1634f61a09b303c780e07a9141f,60,838,59,51.0,1,5628.57,0.0,842.0,279.0,0.0,21,19
1830,33282fde0c9c5380ce0f670bb304eefef9e5d7deaa9f419935274629c2013a56,0,3429,318,64.0,1,0.0,0.0,0.0,-999.0,0.0,52,72
5667,1919d069eac917dc620049bf13f4bc8d7bd5a015a42c3f7edbfe3bab1f2a221f,0,2765,35,58.0,1,16500.0,0.0,940.0,167.0,748.0,56,38
2932,fbb761d87208950e3c2a1b7e594f11791e37967004824fd4274d9bf774ec04e0,152,3564,70,50.0,0,910.0,0.0,693.0,73.0,159.0,56,38
5244,f1dda1377c85656e1ca4c30dc8ca45685162ba58214a9f752c4d2e3c0c39c622,61,3462,10,27.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
2389,8f9d4eea117371d3c65365d37b5f271461df9a51fff1676ba22db4ade3e479a8,30,3564,82,45.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
862,585d9d6e58fb56fec524b46289b70159a742dd77accaa5f3d6f14a04806ef959,93,3108,243,30.0,1,1500.0,0.0,0.0,68.0,166.0,21,19
5462,634f4e80e8ca028fa10278a13cbc3ffe0e6580c323a1cb75db13b8c8a77eb6e9,0,2045,267,40.0,0,0.0,0.0,555.0,-999.0,244.0,56,38
5452,67293add4d527ae91403542da9c89fe3a3e27f4d28c74d2b332a593fcf659e51,0,2046,216,50.0,1,0.0,0.0,565.0,-999.0,0.0,55,70
