,0,1
6101,24913,0
6102,69690,1
6103,97627,1
6104,10339,1
6105,90678,0
6106,10221,0
6107,59769,0
6108,57202,1
6109,57655,1
6110,92715,0
6111,28556,0
6112,83882,1
6113,62694,1
6114,38426,1
6115,98351,1
6116,97925,1
6117,94910,1
6118,81495,1
6119,39100,1
6120,79180,1
6121,72676,1
6122,2989,0
6123,26029,1
6124,86057,0
6125,68354,0
6126,31598,1
6127,97107,1
6128,79384,1
6129,71600,0
6130,98078,1
6131,59392,1
6132,78974,1
6133,25499,1
6134,9987,1
6135,78782,1
6136,96420,1
6137,13141,1
6138,99727,1
6139,93683,1
6140,93558,1
6141,22062,1
6142,51169,1
6143,39177,1
6144,77146,1
6145,89171,1
6146,32551,0
6147,62666,0
6148,625,1
6149,98449,1
6150,6377,0
6151,53334,0
6152,81925,0
6153,41144,0
6154,72925,1
6155,71659,0
6156,6199,0
6157,27613,0
6158,72122,1
6159,70376,1
6160,56399,1
6161,71405,1
6162,21432,1
6163,54948,0
6164,62057,0
6165,76180,1
6166,68446,0
6167,10382,0
6168,15764,1
6169,62416,0
6170,56264,1
6171,93474,0
6172,73699,1
6173,59043,1
6174,15927,1
6175,25542,0
6176,11676,1
6177,83301,1
6178,45753,0
6179,56948,0
6180,65762,1
6181,48955,1
6182,17774,1
6183,19924,0
6184,99320,1
6185,93613,0
6186,80029,0
6187,18317,0
6188,94059,1
6189,95646,0
6190,16640,1
6191,41800,1
6192,21473,1
6193,94204,0
6194,78876,0
6195,6135,0
6196,83491,0
6197,52170,0
6198,77481,0
6199,35132,1
6200,45655,1
6201,13774,0
6202,25530,1
6203,3719,0
6204,77222,1
6205,1395,0
6206,63915,1
6207,42324,1
6208,46018,1
6209,63622,0
6210,28808,1
6211,36600,1
6212,23166,1
6213,62640,1
6214,66302,1
6215,70141,1
6216,12357,1
6217,80273,0
6218,53144,1
6219,26415,1
6220,18253,1
6221,9740,0
6222,32014,1
6223,13874,1
6224,14003,0
6225,85724,1
6226,30708,1
6227,51858,0
6228,41466,0
6229,68627,0
6230,52090,1
6231,33556,0
6232,52350,1
6233,31123,0
6234,12589,0
6235,81981,0
6236,13000,0
6237,7033,1
6238,33815,1
6239,83262,1
6240,54382,0
6241,97273,1
6242,84114,0
6243,14502,1
6244,50292,0
6245,3910,0
6246,39069,1
6247,83170,1
6248,15900,0
6249,63669,1
6250,26774,1
6251,66789,1
6252,13094,0
6253,76906,0
6254,45610,0
6255,99176,0
6256,4032,1
6257,70569,1
6258,96521,1
6259,72179,1
6260,96612,1
6261,27443,1
6262,11666,1
6263,77380,1
6264,52941,0
6265,79677,1
6266,81119,0
6267,74830,0
6268,8359,0
6269,99240,1
6270,35416,0
6271,84725,1
6272,71799,0
6273,37954,1
6274,6387,1
6275,83789,1
6276,34788,1
6277,7487,1
6278,41468,1
6279,1678,0
6280,3805,0
6281,39993,1
6282,58244,1
6283,43265,1
6284,96821,0
6285,98773,1
6286,10978,1
6287,43240,1
6288,68410,0
6289,76429,0
6290,31943,1
6291,35716,1
6292,36686,0
6293,11066,0
6294,32823,1
6295,15903,1
6296,89195,1
6297,76526,1
6298,61714,1
6299,18864,1
6300,81798,0
6301,85406,1
6302,64321,1
6303,75383,0
6304,13884,0
6305,1752,1
6306,44897,1
6307,77318,1
6308,30536,1
6309,21,1
6310,40467,1
6311,94282,1
6312,73864,1
6313,55110,1
6314,55520,1
6315,67485,1
6316,15611,0
6317,23979,0
6318,54734,1
6319,5519,1
6320,40768,0
6321,89909,1
6322,794,1
6323,37200,1
6324,87717,1
6325,62532,0
6326,22638,1
6327,64773,0
6328,37810,0
6329,54031,1
6330,1750,1
6331,57845,1
6332,41028,0
6333,93188,0
6334,84773,0
6335,37455,1
6336,38082,1
6337,63012,1
6338,32497,1
6339,1124,1
6340,49777,1
6341,73941,0
6342,3256,1
6343,53183,1
6344,60270,1
6345,85613,1
6346,50409,1
6347,72555,1
6348,51155,0
6349,26823,1
6350,60880,1
6351,94917,1
6352,58946,1
6353,94062,0
6354,62278,1
6355,26122,1
6356,47191,1
6357,40047,0
6358,8211,1
6359,45513,0
6360,1607,1
6361,38331,0
6362,6972,1
6363,4857,1
6364,37153,1
6365,64436,0
6366,12786,1
6367,76857,0
6368,1893,1
6369,56970,0
6370,61453,1
6371,9492,1
6372,69748,1
6373,8080,1
6374,39385,0
6375,44815,0
6376,93724,0
6377,62185,0
6378,63576,1
6379,53866,1
6380,5315,1
6381,32354,1
6382,29458,0
6383,15689,1
6384,64631,1
6385,43735,1
6386,77032,1
6387,28895,1
6388,28554,0
6389,41366,1
6390,45693,1
6391,46082,1
6392,10701,1
6393,16323,1
6394,22188,1
6395,53121,1
6396,48149,1
6397,47479,1
6398,44784,1
6399,4538,1
6400,31622,0
6401,91139,1
6402,76367,1
6403,96189,1
6404,85975,1
6405,61010,1
6406,31135,1
6407,96144,1
6408,46259,1
6409,60989,1
6410,35671,1
6411,10253,1
6412,59305,1
6413,51230,1
6414,91823,1
6415,58549,0
6416,69016,1
6417,88754,1
6418,78031,0
6419,49877,1
6420,8684,1
6421,91549,1
6422,34124,1
6423,18715,0
6424,75506,1
6425,30660,1
6426,3298,1
6427,43901,1
6428,80045,0
6429,51906,1
6430,60802,0
6431,95609,1
6432,29983,1
6433,14097,1
6434,23096,0
6435,70001,0
6436,7645,1
6437,77048,0
6438,7065,1
6439,35134,0
6440,53568,1
6441,30394,1
6442,40376,1
6443,72954,0
6444,96756,1
6445,77232,0
6446,87178,0
6447,64576,1
6448,24046,0
6449,18590,1
6450,49392,1
6451,85358,0
6452,92517,1
6453,1707,1
6454,51945,0
6455,25704,1
6456,67164,1
6457,10191,0
6458,72134,0
6459,84286,1
6460,77316,1
6461,11063,1
6462,55821,1
6463,16398,0
6464,58260,1
6465,33704,0
6466,95437,1
6467,17662,1
6468,98677,0
6469,93728,1
6470,55426,1
6471,19960,1
6472,78157,1
6473,65452,1
6474,50617,1
6475,10738,1
6476,1946,1
6477,18505,1
6478,88053,1
6479,63729,0
6480,69128,1
6481,32690,1
6482,44292,0
6483,89874,1
6484,27021,0
6485,49356,0
6486,59127,1
6487,31966,1
6488,40362,0
6489,74474,1
6490,57785,1
6491,59354,1
6492,59937,1
6493,79141,1
6494,44987,1
6495,66520,1
6496,98944,0
6497,47839,1
6498,4330,1
6499,98562,1
6500,8067,1
6501,91455,1
6502,58478,1
6503,61002,1
6504,54236,1
6505,47336,1
6506,4926,0
6507,53501,0
6508,15636,1
6509,63932,0
6510,75074,0
6511,54453,0
6512,20776,0
6513,81845,1
6514,41670,1
6515,27574,1
6516,80185,1
6517,59301,1
6518,55571,1
6519,71660,0
6520,99410,1
6521,77913,1
6522,30865,1
6523,43937,1
6524,72407,0
6525,19517,1
6526,32202,1
6527,20034,1
6528,74814,1
6529,17693,1
6530,36046,0
6531,78050,1
6532,24416,1
6533,19205,1
6534,4710,1
6535,11682,1
6536,25146,0
6537,54358,0
6538,78861,1
6539,23357,1
6540,83776,1
6541,78818,1
6542,58028,1
6543,28600,0
6544,9832,1
6545,77451,1
6546,80605,1
6547,41692,0
6548,99517,1
6549,69719,1
6550,84983,0
6551,14265,1
6552,83549,0
6553,58633,1
6554,48723,1
6555,3937,1
6556,67032,0
6557,4540,0
6558,58143,1
6559,77331,1
6560,71989,1
6561,27337,1
6562,47238,0
6563,55861,1
6564,87977,1
6565,77512,1
6566,57786,1
6567,49307,0
6568,54029,1
6569,5436,1
6570,49456,0
6571,20,1
6572,89718,0
6573,61601,1
6574,71637,0
6575,45446,1
6576,2390,1
6577,64652,0
6578,56027,0
6579,97355,1
6580,41370,1
6581,89346,1
6582,13626,0
6583,94019,1
6584,11301,0
6585,18114,0
6586,90192,1
6587,85180,0
6588,7671,1
6589,26970,1
6590,35594,1
6591,96002,1
6592,20512,0
6593,21046,1
6594,52339,1
6595,52577,1
6596,79885,1
6597,45101,1
6598,54072,0
6599,28207,1
6600,25543,1
6601,37398,1
6602,92497,0
6603,78837,1
6604,26494,1
6605,28905,1
6606,42561,1
6607,96397,0
6608,97778,1
6609,75691,0
6610,82695,0
6611,50811,1
6612,77124,1
6613,24331,0
6614,86003,1
6615,45391,1
6616,69026,0
6617,63591,1
6618,91583,1
6619,90756,0
6620,75543,1
6621,10888,0
6622,16663,0
6623,96366,0
6624,63138,1
6625,64052,0
6626,72064,1
6627,3615,1
6628,95297,1
6629,40207,1
6630,65640,0
6631,88490,1
6632,87930,0
6633,22020,0
6634,71546,0
6635,67604,0
6636,33587,1
6637,75856,0
6638,50507,1
6639,58617,1
6640,47744,1
6641,51925,1
6642,34376,0
6643,67876,1
6644,73453,1
6645,13702,1
6646,28915,1
6647,33526,1
6648,65634,1
6649,60583,0
6650,95116,1
6651,70461,1
6652,20774,0
6653,9067,1
6654,69006,0
6655,76271,1
6656,17885,1
6657,85146,1
6658,60680,1
6659,31931,0
6660,8704,0
6661,85649,0
6662,82505,1
6663,25111,0
6664,13471,0
6665,49555,0
6666,11056,0
6667,78714,0
6668,39391,1
6669,43867,1
6670,9408,1
6671,38622,1
6672,24941,1
6673,63234,1
6674,72630,1
6675,36216,1
6676,17818,1
6677,35695,0
6678,67482,1
6679,75649,0
6680,53497,1
6681,19281,1
6682,52292,1
6683,95098,1
6684,20899,1
6685,58635,0
6686,66661,1
6687,52955,1
6688,70559,1
6689,72366,1
6690,6904,0
6691,4180,0
6692,1448,1
6693,53589,0
6694,63693,0
6695,73495,1
6696,82610,0
6697,81773,1
6698,79491,1
6699,8583,0
6700,44700,1
6701,90643,1
6702,36073,0
6703,26608,1
6704,7243,1
6705,54993,0
6706,29406,1
6707,14020,0
6708,23645,0
6709,77689,0
6710,86801,1
6711,3191,1
6712,35083,1
6713,9691,0
6714,76093,1
6715,85638,1
6716,87923,0
6717,30936,0
6718,51756,1
6719,8705,1
6720,86747,1
6721,76242,1
6722,6530,1
6723,46496,1
6724,74795,0
6725,17291,1
6726,21860,0
6727,29033,1
6728,77792,1
6729,18035,1
6730,97186,0
6731,48010,1
6732,83941,0
6733,43142,1
6734,94109,1
6735,61390,0
6736,85769,0
6737,41351,1
6738,46547,0
6739,76703,0
6740,32011,1
6741,45680,1
6742,84046,1
6743,22619,1
6744,70343,1
6745,80738,1
6746,3389,1
6747,54296,0
6748,24375,0
6749,82868,1
6750,55363,1
6751,79594,1
6752,22771,1
6753,61053,1
6754,4968,0
6755,2223,0
6756,78079,1
6757,92288,1
6758,17273,1
6759,16674,1
6760,75551,1
6761,21872,1
6762,48195,1
6763,22200,0
6764,28524,1
6765,61648,0
6766,46373,1
6767,49345,1
6768,32430,0
6769,76097,1
6770,5831,1
6771,7601,0
6772,13165,1
6773,20234,1
6774,30051,1
6775,62024,1
6776,37437,1
6777,14333,1
6778,19108,1
6779,7363,1
6780,49258,1
6781,19009,1
6782,78381,1
6783,19170,1
6784,86390,1
6785,32317,0
6786,62382,1
6787,66287,1
6788,70296,0
6789,85529,0
6790,63130,1
6791,3824,1
6792,65878,1
6793,91687,1
6794,26973,1
6795,6568,1
6796,23134,0
6797,24508,0
6798,17660,1
6799,54897,0
6800,11703,0
6801,70380,1
6802,55129,1
6803,82959,1
6804,55739,0
6805,9481,1
6806,17823,1
6807,66798,0
6808,40957,1
6809,65389,0
6810,10577,0
6811,5275,0
6812,98596,0
6813,69783,0
6814,93653,1
6815,1538,1
6816,17880,1
6817,75305,1
6818,45726,1
6819,37089,0
6820,23672,1
6821,98739,0
6822,5352,1
6823,76131,1
6824,35091,1
6825,14036,0
6826,54727,0
6827,39147,0
6828,38723,1
6829,87986,1
6830,68424,1
6831,63820,1
6832,85605,1
6833,72080,1
6834,17427,0
6835,89503,1
6836,94340,1
6837,14446,0
6838,73053,0
6839,63835,1
6840,13570,1
6841,9305,1
6842,7334,0
6843,33518,1
6844,66177,1
6845,74145,0
6846,7863,0
6847,37942,0
6848,109,1
6849,40718,0
6850,55087,1
6851,40506,1
6852,97036,0
6853,87016,1
6854,43516,1
6855,33240,0
6856,19326,0
6857,66242,1
6858,82995,1
6859,48088,1
6860,89132,0
6861,25711,1
6862,92834,0
6863,13231,1
6864,42788,0
6865,77279,0
6866,74983,0
6867,63089,0
6868,24388,0
6869,47513,0
6870,39067,1
6871,22883,0
6872,14289,1
6873,54832,1
6874,82135,0
6875,86304,1
6876,81522,0
6877,24822,1
6878,6907,0
6879,71,1
6880,36446,1
6881,13717,1
6882,41568,1
6883,31660,1
6884,31951,0
6885,31107,1
6886,44240,1
6887,39268,1
6888,350,0
6889,80402,0
6890,16434,0
6891,78747,1
6892,37326,0
6893,48822,1
6894,36971,1
6895,99614,0
6896,5107,0
6897,41789,0
6898,94955,0
6899,57735,1
6900,6176,1
6901,90866,1
6902,38904,1
6903,94213,1
6904,62291,1
6905,14700,1
6906,96000,0
6907,94380,1
6908,15420,0
6909,5258,0
6910,50628,1
6911,9332,1
6912,11757,1
6913,89575,1
6914,97830,1
6915,56058,0
6916,3435,1
6917,14685,1
6918,32280,1
6919,96203,1
6920,69327,1
6921,88428,0
6922,1586,0
6923,4555,1
6924,25055,1
6925,99083,1
6926,69565,0
6927,52606,1
6928,93053,1
6929,42597,1
6930,26987,1
6931,86946,1
6932,55562,1
6933,85253,1
6934,61028,1
6935,5932,0
6936,75886,1
6937,11663,1
6938,31979,1
6939,68312,0
6940,69424,1
6941,79840,1
6942,77871,1
6943,60354,1
6944,74667,1
6945,64688,1
6946,56102,0
6947,50938,0
6948,58276,1
6949,71259,1
6950,25584,1
6951,47911,1
6952,922,0
6953,96709,1
6954,59044,0
6955,22867,1
6956,95706,1
6957,87786,1
6958,67613,1
6959,1590,1
6960,77583,1
6961,46644,0
6962,44471,1
6963,95078,1
6964,76193,1
6965,59692,1
6966,2303,0
6967,92204,0
6968,51880,0
6969,76355,1
6970,38041,1
6971,55531,1
6972,44666,0
6973,93623,0
6974,42191,0
6975,36899,0
6976,36183,0
6977,50273,1
6978,4784,1
6979,17403,1
6980,2468,0
6981,50434,1
6982,91917,1
6983,27479,1
6984,99815,1
6985,61541,0
6986,34738,0
6987,2314,1
6988,31315,1
6989,61978,1
6990,94466,1
6991,44047,1
6992,93987,1
6993,59593,1
6994,5432,0
6995,41247,1
6996,60770,1
6997,43898,1
6998,50984,0
6999,21529,1
7000,8423,0
7001,73569,1
7002,41325,1
7003,23800,1
7004,19397,0
7005,12252,0
7006,71631,1
7007,31409,0
7008,19071,1
7009,97878,1
7010,29822,1
7011,47175,1
7012,3863,1
7013,19701,1
7014,85439,1
7015,29853,1
7016,88685,1
7017,3562,1
7018,74248,1
7019,45598,1
7020,21802,0
7021,82354,1
7022,16738,1
7023,36124,0
7024,88673,1
7025,61723,1
7026,95008,0
7027,15215,1
7028,13005,1
7029,28959,1
7030,80447,1
7031,95953,1
7032,16159,1
7033,50684,1
7034,19574,0
7035,18069,0
7036,99569,1
7037,2809,1
7038,12213,1
7039,99165,1
7040,283,0
7041,45012,1
7042,30402,1
7043,75493,1
7044,39373,1
7045,46593,1
7046,10790,1
7047,93106,1
7048,88604,0
7049,16693,0
7050,90806,0
7051,75276,0
7052,57824,1
7053,52855,0
7054,37136,0
7055,9863,1
7056,64674,0
7057,85079,0
7058,34861,0
7059,99103,1
7060,55373,0
7061,99480,0
7062,97084,0
7063,60901,1
7064,14957,1
7065,89060,0
7066,84182,1
7067,34309,1
7068,41544,0
7069,66847,0
7070,48932,0
7071,39192,1
7072,30397,1
7073,44231,1
7074,36759,1
7075,71694,0
7076,44410,0
7077,23283,1
7078,55067,1
7079,56196,0
7080,18730,1
7081,48538,1
7082,81376,1
7083,45971,1
7084,2445,1
7085,94819,1
7086,67281,1
7087,453,1
7088,18184,0
7089,489,0
7090,45289,0
7091,63099,0
7092,7192,1
7093,44238,1
7094,74663,1
7095,17448,1
7096,73242,1
7097,54935,1
7098,43991,1
7099,12722,1
7100,72595,0
7101,93076,0
7102,71946,0
7103,66976,1
7104,15870,1
7105,66619,1
7106,5380,1
7107,16009,1
7108,88279,1
7109,45629,0
7110,92050,0
7111,24194,1
7112,70191,0
7113,62511,0
7114,55866,1
7115,99782,1
7116,44831,1
7117,87048,1
7118,42494,0
7119,8829,1
7120,52983,0
7121,84352,1
7122,17975,1
7123,1209,0
7124,34123,0
7125,89731,1
7126,5617,0
7127,22298,1
7128,93268,1
7129,98041,1
7130,13822,0
7131,30462,1
7132,78462,0
7133,17778,1
7134,26811,1
7135,42265,1
7136,60015,1
7137,58615,1
7138,41834,1
7139,43921,0
7140,67024,1
7141,33248,1
7142,20010,1
7143,20099,0
7144,36785,1
7145,29208,1
7146,70273,0
7147,49952,0
7148,50007,1
7149,85332,0
7150,31171,1
7151,60908,0
7152,54286,1
7153,36301,1
7154,84458,1
7155,5698,0
7156,39958,1
7157,93153,1
7158,24773,1
7159,32726,0
7160,11235,1
7161,91502,0
7162,93392,0
7163,92136,1
7164,92968,0
7165,52415,1
7166,33213,1
7167,92698,0
7168,76101,1
7169,17211,1
7170,92087,0
7171,73607,1
7172,43971,1
7173,57904,1
7174,44138,0
7175,12434,1
7176,14812,1
7177,14874,1
7178,81033,0
7179,68697,1
7180,97849,1
7181,64339,1
7182,7278,0
7183,81813,1
7184,99485,1
7185,88078,1
7186,70687,1
7187,34486,0
7188,19932,1
7189,59592,1
7190,99709,1
7191,75269,0
7192,14652,1
7193,3381,1
7194,23855,0
7195,14489,1
7196,83771,1
7197,90041,1
7198,89567,1
7199,46503,1
7200,74415,1
7201,38662,1
7202,90537,0
7203,77529,1
7204,86957,1
7205,6555,1
7206,13458,1
7207,77911,1
7208,59115,1
7209,95188,0
7210,39442,1
7211,36861,1
7212,55021,1
7213,96751,0
7214,34942,0
7215,94362,0
7216,67801,1
7217,1350,1
7218,97297,1
7219,17604,1
7220,51159,1
7221,36938,1
7222,10165,0
7223,68222,0
7224,57063,1
7225,45558,0
7226,30102,1
7227,78936,0
7228,84660,0
7229,91702,1
7230,78798,1
7231,10846,1
7232,25328,0
7233,18700,0
7234,28728,1
7235,23140,1
7236,69062,1
7237,98077,0
7238,22488,0
7239,63484,1
7240,3867,1
7241,93322,1
7242,23012,1
7243,84740,0
7244,66248,1
7245,72501,1
7246,73570,0
7247,71669,0
7248,43186,1
7249,18172,1
7250,91765,1
7251,89234,1
7252,87308,1
7253,33703,1
7254,34045,1
7255,86418,0
7256,65873,0
7257,21535,1
7258,53749,0
7259,47467,1
7260,51019,1
7261,6164,1
7262,10109,0
7263,83227,1
7264,79197,1
7265,3855,1
7266,10477,1
7267,91706,1
7268,20288,0
7269,85060,1
7270,89458,1
7271,68384,1
7272,3810,1
7273,3125,1
7274,77026,1
7275,20821,1
7276,34714,1
7277,71273,1
7278,61711,0
7279,32886,0
7280,41305,1
7281,18386,1
7282,27116,1
7283,17944,0
7284,49022,0
7285,34691,1
7286,22756,0
7287,28391,0
7288,42636,1
7289,10256,1
7290,2643,0
7291,72332,1
7292,85568,1
7293,13424,1
7294,63556,0
7295,49778,0
7296,77766,1
7297,14523,1
7298,50826,0
7299,25929,0
7300,99737,1
7301,90675,1
7302,36305,1
7303,3564,1
7304,72502,1
7305,87761,1
7306,10219,1
7307,85745,1
7308,74865,0
7309,79789,0
7310,7855,0
7311,30081,1
7312,59917,1
7313,55970,0
7314,10821,1
7315,90721,1
7316,20852,1
7317,74237,1
7318,80301,0
7319,13912,1
7320,19455,1
7321,47365,1
7322,14568,1
7323,3886,1
7324,11788,1
7325,15047,1
7326,33124,1
7327,91620,1
7328,40583,1
7329,50506,0
7330,97781,1
7331,84151,1
7332,20883,1
7333,32816,1
7334,1510,0
7335,68481,1
7336,75008,1
7337,67050,0
7338,89427,0
7339,96208,1
7340,41403,1
7341,77563,1
7342,94547,1
7343,82869,1
7344,66993,1
7345,9358,1
7346,84092,0
7347,96959,1
7348,70621,1
7349,93985,1
7350,29645,1
7351,24812,0
7352,76907,0
7353,94823,0
7354,9752,1
7355,55164,1
7356,43570,1
7357,32907,0
7358,39511,1
7359,4870,1
7360,92241,1
7361,17542,0
7362,76637,1
7363,51099,0
7364,98477,0
7365,16066,1
7366,97042,1
7367,85050,1
7368,44416,0
7369,7843,1
7370,92026,1
7371,38555,0
7372,94203,1
7373,42783,0
7374,21424,1
7375,30934,1
7376,47281,1
7377,52443,1
7378,7171,0
7379,81935,1
7380,70417,1
7381,88935,1
7382,1121,0
7383,77063,0
7384,17546,1
7385,4294,0
7386,83179,1
7387,30879,1
7388,18773,0
7389,63527,1
7390,58148,1
7391,24943,0
7392,67524,1
7393,8504,0
7394,7744,0
7395,59767,0
7396,81293,0
7397,60510,1
7398,95325,1
7399,72664,1
7400,59128,0
7401,49183,1
7402,96914,1
7403,70138,0
7404,33550,1
7405,47297,1
7406,77706,1
7407,16212,0
7408,44822,1
7409,94773,1
7410,61849,1
7411,12488,0
7412,93437,0
7413,12016,1
7414,31458,1
7415,51055,1
7416,50774,1
7417,43326,0
7418,22684,1
7419,75907,1
7420,76962,0
7421,110,1
7422,69517,1
7423,35822,1
7424,69826,0
7425,47646,0
7426,48789,1
7427,3450,0
7428,14302,1
7429,90639,1
7430,19175,1
7431,89480,1
7432,78839,0
7433,43108,0
7434,81580,1
7435,60159,0
7436,81692,1
7437,82391,1
7438,7874,1
7439,37598,1
7440,18300,1
7441,31366,1
7442,26228,1
7443,41518,0
7444,31183,0
7445,15461,1
7446,34607,1
7447,72546,1
7448,88442,0
7449,77190,0
7450,25383,1
7451,69645,0
7452,97296,0
7453,15478,0
7454,71493,1
7455,95683,0
7456,39216,0
7457,30376,1
7458,94399,1
7459,58787,1
7460,48714,1
7461,23886,0
7462,99045,1
7463,23602,0
7464,48666,1
7465,13046,1
7466,18716,0
7467,94564,1
7468,13762,1
7469,13372,0
7470,34674,0
7471,18749,1
7472,14573,0
7473,78808,0
7474,14452,1
7475,76535,1
7476,850,0
7477,45750,0
7478,92455,1
7479,31298,1
7480,51319,0
7481,74439,1
7482,22653,1
7483,70350,0
7484,87159,1
7485,6008,1
7486,91710,1
7487,26143,0
7488,83083,0
7489,35473,1
7490,19593,1
7491,22241,0
7492,87476,0
7493,53493,1
7494,95949,0
7495,20333,0
7496,40296,1
7497,14273,0
7498,96724,1
7499,6121,1
7500,97598,1
7501,61618,1
7502,58650,1
7503,20216,1
7504,16243,1
7505,74469,1
7506,47468,1
7507,87769,1
7508,62401,0
7509,52529,1
7510,48350,1
7511,22818,0
7512,20907,0
7513,37571,1
7514,7091,1
7515,20168,0
7516,31371,0
7517,39048,1
7518,18311,1
7519,43291,1
7520,63771,0
7521,81569,0
7522,83966,0
7523,63807,1
7524,73664,1
7525,71111,0
7526,42661,1
7527,63682,1
7528,52549,0
7529,46010,0
7530,43135,0
7531,50567,1
7532,5071,1
7533,36295,1
7534,69619,1
7535,12530,0
7536,56062,0
7537,22429,0
7538,93654,0
7539,58808,0
7540,64099,1
7541,23185,0
7542,29514,1
7543,50411,0
7544,27732,1
7545,23894,1
7546,46759,1
7547,81810,0
7548,564,0
7549,73068,1
7550,40886,0
7551,69500,0
7552,65396,1
7553,58719,1
7554,56740,1
7555,70710,1
7556,11514,1
7557,12169,0
7558,49715,1
7559,10274,1
7560,43643,1
7561,67991,1
7562,92460,1
7563,69664,1
7564,433,1
7565,21928,1
7566,61830,0
7567,34373,1
7568,83578,1
7569,1990,0
7570,642,1
7571,97594,0
7572,76091,1
7573,65499,0
7574,30861,1
7575,43246,0
7576,56089,0
7577,16026,1
7578,80191,1
7579,85635,0
7580,64677,1
7581,27009,0
7582,30800,1
7583,57927,1
7584,20648,0
7585,32316,0
7586,19101,1
7587,65784,1
7588,9230,0
7589,2788,0
7590,66071,1
7591,45682,0
7592,25796,0
7593,22113,1
7594,45447,1
7595,71957,0
7596,75832,1
7597,59197,0
7598,89367,1
7599,64890,1
7600,36871,1
7601,88979,1
7602,74510,0
7603,23762,0
7604,15849,1
7605,6570,1
7606,95856,0
7607,24400,0
7608,57347,1
7609,92544,0
7610,5688,1
7611,71353,1
7612,97284,1
7613,19765,0
7614,60821,1
7615,90214,1
7616,85069,1
7617,145,1
7618,39432,1
7619,62490,0
7620,38540,0
7621,27776,1
7622,68495,1
7623,5862,1
7624,27086,0
7625,58358,1
7626,79697,1
7627,32973,1
7628,8561,0
7629,61727,1
7630,28163,1
7631,81655,1
7632,94381,1
7633,59852,1
7634,72988,1
7635,55303,1
7636,77880,1
7637,43155,1
7638,57251,0
7639,37108,0
7640,27669,0
7641,54223,1
7642,12014,1
7643,53179,1
7644,10752,1
7645,80252,1
7646,35857,0
7647,8123,0
7648,80002,0
7649,30676,1
7650,10376,1
7651,66765,1
7652,34244,1
7653,44221,1
7654,65036,0
7655,88750,1
7656,83118,1
7657,12919,1
7658,46567,0
7659,20253,0
7660,35686,0
7661,67235,0
7662,93507,1
7663,16463,1
7664,3505,0
7665,10323,1
7666,21838,1
7667,46426,0
7668,63091,0
7669,96877,0
7670,85902,0
7671,60996,1
7672,2542,0
7673,41016,1
7674,75033,0
7675,83432,0
7676,56370,1
7677,95685,0
7678,12845,1
7679,26727,0
7680,16227,1
7681,88541,1
7682,79271,1
7683,17430,1
7684,69371,1
7685,25933,1
7686,64601,0
7687,57897,1
7688,83757,1
7689,9473,0
7690,41451,0
7691,57571,1
7692,80591,1
7693,99474,1
7694,45311,0
7695,51139,1
7696,35411,0
7697,84019,1
7698,64943,1
7699,51829,0
7700,1443,0
7701,6777,1
7702,35365,0
7703,59016,0
7704,42759,1
7705,46002,0
7706,43484,0
7707,34215,1
7708,56384,1
7709,98089,1
7710,35879,0
7711,58464,1
7712,17037,0
7713,48182,0
7714,67073,1
7715,99269,0
7716,95237,1
7717,45495,0
7718,62766,1
7719,75863,1
7720,70912,1
7721,91340,1
7722,80777,1
7723,52893,1
7724,15052,1
7725,76980,0
7726,2718,0
7727,8589,1
7728,36380,0
7729,53616,1
7730,19208,0
7731,83961,0
7732,22109,0
7733,56043,1
7734,70402,0
7735,95520,0
7736,3833,1
7737,50820,1
7738,5741,0
7739,55526,1
7740,85624,1
7741,45180,0
7742,98974,0
7743,6424,0
7744,83187,0
7745,26796,1
7746,31515,0
7747,82975,1
7748,41565,1
7749,54738,0
7750,78104,1
7751,78682,1
7752,32431,0
7753,98969,1
7754,24028,0
7755,26709,0
7756,10725,0
7757,22967,0
7758,45861,0
7759,89653,1
7760,40454,0
7761,89882,1
7762,19330,0
7763,93634,0
7764,34779,0
7765,13872,0
7766,1959,1
7767,78478,1
7768,19850,0
7769,88908,1
7770,2416,1
7771,17205,0
7772,42562,1
7773,27367,1
7774,66557,0
7775,94864,1
7776,7025,0
7777,15700,0
7778,16358,1
7779,82167,1
7780,64372,0
7781,74792,1
7782,7311,1
7783,16192,1
7784,51610,1
7785,92672,0
7786,46470,1
7787,36112,1
7788,80768,0
7789,46476,1
7790,72764,1
7791,4412,1
7792,4667,1
7793,44557,1
7794,99159,1
7795,61529,0
7796,27531,1
7797,46527,1
7798,47552,0
7799,30218,0
7800,99173,1
7801,30675,1
7802,95569,1
7803,71117,1
7804,98277,0
7805,40050,1
7806,12958,1
7807,85154,1
7808,94939,1
7809,64491,0
7810,73540,0
7811,39877,1
7812,47358,1
7813,35289,1
7814,49467,1
7815,6368,1
7816,93304,0
7817,25551,1
7818,98023,1
7819,91261,1
7820,77,1
7821,21073,1
7822,80979,1
7823,36326,1
7824,66052,1
7825,94417,1
7826,36109,1
7827,60606,0
7828,80615,1
7829,43267,0
7830,9671,1
7831,48824,1
7832,68708,0
7833,5081,0
7834,35614,1
7835,63224,1
7836,4005,0
7837,68532,1
7838,93422,1
7839,98366,1
7840,17404,1
7841,9525,0
7842,94808,1
7843,59408,1
7844,59269,1
7845,14997,1
7846,74217,0
7847,20765,1
7848,83807,0
7849,47606,1
7850,79859,0
7851,92095,1
