codCliente,rangoEdad,rangoIngreso,flagGenero,flagLimaProvCliente,ubigeoCliente,rangoCtdProdAct,rangoCtdProdPas,rangoCtdProdSeg,flagBxi,saldoTcEntidad1,saldoTcEntidad2,saldoTcEntidad3,saldoTcEntidad4
19512,Rango4,Rango3,1,0,148,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
24018,Rango3,Rango2,0,1,257,Rango1,Rango1,Rango1,1,,,,
12041,Rango4,Rango1,0,1,257,Rango2,Rango2,Rango1,1,Rango6,Rango1,Rango3,Rango1
25688,Rango1,Rango1,1,1,275,Rango1,Rango1,Rango1,1,,,,
15056,Rango5,Rango3,1,1,275,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango2
28741,Rango3,Rango1,1,1,275,Rango1,Rango1,Rango1,1,,,,
11814,Rango4,Rango3,1,1,275,Rango1,Rango1,Rango2,1,Rango1,Rango2,Rango1,Rango1
4432,Rango6,Rango1,0,1,275,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
20162,Rango6,Rango1,0,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango3
515,Rango6,Rango6,1,1,257,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
2954,Rango6,Rango2,0,1,275,Rango1,Rango1,Rango2,1,Rango1,Rango2,Rango1,Rango1
19603,Rango3,Rango3,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango1
5010,Rango5,Rango4,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
11995,Rango4,Rango3,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12911,Rango4,Rango3,0,1,283,Rango1,Rango2,Rango1,1,Rango6,Rango4,Rango1,Rango1
1569,Rango6,Rango6,0,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango3
3457,Rango6,Rango3,0,1,280,Rango2,Rango1,Rango2,0,Rango1,Rango3,Rango1,Rango1
527,Rango6,Rango6,0,1,280,Rango1,Rango1,Rango1,1,Rango5,Rango4,Rango1,Rango1
24156,Rango2,Rango3,1,0,350,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango4
21333,Rango2,Rango4,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
19736,Rango4,Rango1,0,1,280,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
3857,Rango5,Rango3,0,1,280,Rango1,Rango2,Rango3,1,Rango1,Rango1,Rango1,Rango1
5463,Rango6,Rango6,0,1,280,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
13775,Rango5,Rango2,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango2
5088,Rango5,Rango4,0,0,23,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
419,Rango6,Rango6,1,1,280,Rango1,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango1
27243,Rango3,Rango3,1,1,280,Rango1,Rango1,Rango1,0,Rango1,Rango2,Rango1,Rango1
8590,Rango4,Rango2,0,1,280,Rango1,Rango1,Rango1,1,,,,
3159,Rango6,Rango6,1,1,261,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
19443,Rango2,Rango1,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
21793,Rango1,Rango1,0,1,261,Rango1,Rango1,Rango3,1,Rango4,Rango1,Rango1,Rango1
15021,Rango2,Rango1,1,0,212,Rango1,Rango1,Rango1,1,,,,
21719,Rango1,Rango2,1,1,250,Rango1,Rango1,Rango1,0,,,,
29295,Rango3,Rango2,0,1,76,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
2753,Rango5,Rango3,0,0,47,Rango1,Rango1,Rango2,1,Rango1,Rango2,Rango1,Rango1
27019,Rango2,Rango1,0,1,250,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
10157,Rango4,Rango4,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
28602,Rango2,Rango3,1,0,212,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
19165,Rango2,Rango1,0,1,250,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango4
10611,Rango3,Rango1,0,1,252,Rango1,Rango1,Rango1,1,,,,
28064,Rango2,Rango1,1,1,252,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
19578,Rango5,Rango2,0,1,250,Rango1,Rango2,Rango1,1,Rango3,Rango2,Rango1,Rango1
28813,Rango1,Rango1,1,0,212,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
548,Rango6,Rango4,0,1,250,Rango1,Rango1,Rango1,0,,,,
26081,Rango6,Rango1,0,1,284,Rango1,Rango1,Rango2,0,Rango3,Rango3,Rango1,Rango6
1686,Rango6,Rango3,1,1,250,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
4978,Rango6,Rango3,1,1,250,Rango1,Rango3,Rango1,0,Rango1,Rango1,Rango1,Rango2
5603,Rango5,Rango2,1,1,250,Rango1,Rango1,Rango1,1,,,,
5043,Rango5,Rango5,0,0,212,Rango1,Rango2,Rango2,0,Rango1,Rango1,Rango1,Rango1
19275,Rango5,Rango1,0,1,76,Rango1,Rango1,Rango1,1,,,,
2660,Rango5,Rango4,0,1,76,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
5677,Rango6,Rango3,0,0,193,Rango1,Rango1,Rango1,1,,,,
2836,Rango5,Rango4,0,1,252,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
118,Rango6,Rango1,0,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
15710,Rango2,Rango3,0,1,250,Rango1,Rango3,Rango1,1,,,,
3960,Rango5,Rango6,1,1,250,Rango1,Rango2,Rango1,1,Rango4,Rango1,Rango1,Rango1
10224,Rango4,Rango6,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3359,Rango5,Rango4,0,1,250,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
4407,Rango6,Rango6,0,0,332,Rango1,Rango1,Rango1,1,,,,
7484,Rango6,Rango6,1,1,250,Rango1,Rango1,Rango1,1,,,,
21074,Rango2,Rango4,1,1,76,Rango1,Rango1,Rango1,1,Rango5,Rango1,Rango1,Rango1
4585,Rango5,Rango6,1,0,41,Rango1,Rango2,Rango3,0,,,,
12875,Rango3,Rango3,0,1,76,Rango1,Rango1,Rango1,1,,,,
5751,Rango5,Rango3,0,1,76,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango4,Rango1
3585,Rango6,Rango5,0,0,212,Rango2,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango6
25785,Rango5,Rango1,0,1,76,Rango1,Rango1,Rango1,1,,,,
6306,Rango5,Rango3,0,0,19,Rango1,Rango1,Rango1,0,,,,
23414,Rango4,Rango2,1,1,76,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
12720,Rango2,Rango1,1,1,76,Rango1,Rango3,Rango1,1,Rango2,Rango1,Rango3,Rango1
27895,Rango1,Rango1,0,0,212,Rango1,Rango1,Rango1,1,,,,
22875,Rango2,Rango1,1,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
23904,Rango1,Rango1,0,1,76,Rango1,Rango1,Rango1,1,,,,
16735,Rango2,Rango3,0,1,281,Rango1,Rango1,Rango2,1,Rango3,Rango3,Rango1,Rango4
18359,Rango2,Rango1,1,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
25500,Rango2,Rango2,1,1,282,Rango1,Rango1,Rango1,0,Rango1,Rango3,Rango1,Rango2
15175,Rango4,Rango2,0,1,281,Rango1,Rango1,Rango1,0,,,,
17722,Rango2,Rango3,1,1,281,Rango1,Rango2,Rango2,1,Rango5,Rango2,Rango1,Rango4
25673,Rango3,Rango2,0,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
9735,Rango3,Rango1,1,1,248,Rango1,Rango1,Rango2,0,Rango2,Rango1,Rango1,Rango1
28770,Rango2,Rango1,0,0,371,Rango1,Rango2,Rango1,1,,,,
25225,Rango4,Rango1,0,1,248,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
11792,Rango2,Rango2,0,0,45,Rango1,Rango1,Rango2,1,Rango4,Rango1,Rango1,Rango5
15438,Rango4,Rango6,0,0,45,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
10519,Rango3,Rango1,1,0,110,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango4,Rango1
19617,Rango3,Rango2,0,1,282,Rango1,Rango1,Rango2,0,,,,
4516,Rango5,Rango2,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango5
18624,Rango3,Rango1,0,1,282,Rango1,Rango1,Rango1,1,,,,
24118,Rango4,Rango3,1,1,282,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
13416,Rango5,Rango4,1,1,81,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
895,Rango5,Rango2,0,1,262,Rango1,Rango2,Rango2,1,,,,
6318,Rango5,Rango6,1,1,262,Rango1,Rango2,Rango1,1,,,,
18349,Rango5,Rango6,1,1,262,Rango1,Rango1,Rango1,1,,,,
25514,Rango1,Rango2,1,1,81,Rango1,Rango2,Rango1,1,,,,
20608,Rango5,Rango1,1,0,186,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango2
19709,Rango5,Rango6,0,1,246,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango5,Rango4
17756,Rango6,Rango3,0,0,188,Rango1,Rango1,Rango1,1,,,,
18239,Rango4,Rango2,0,0,392,Rango1,Rango1,Rango2,1,,,,
2544,Rango6,Rango1,0,1,262,Rango1,Rango1,Rango2,1,Rango2,Rango1,Rango1,Rango1
4965,Rango5,Rango5,1,1,262,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
397,Rango6,Rango1,0,1,262,Rango1,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango1
15384,Rango5,Rango1,0,1,81,Rango1,Rango2,Rango1,1,,,,
8142,Rango4,Rango1,0,1,262,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango4,Rango1
10818,Rango3,Rango3,1,1,262,Rango2,Rango2,Rango2,1,Rango3,Rango1,Rango1,Rango1
5519,Rango4,Rango6,1,1,262,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango5,Rango1
3063,Rango5,Rango6,0,1,262,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
12692,Rango5,Rango6,1,0,176,Rango1,Rango1,Rango1,1,Rango2,Rango2,Rango6,Rango2
16535,Rango5,Rango1,1,1,263,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
22824,Rango2,Rango3,1,1,263,Rango2,Rango1,Rango2,1,Rango2,Rango1,Rango1,Rango1
12580,Rango2,Rango6,1,1,262,Rango3,Rango2,Rango1,1,Rango2,Rango1,Rango1,Rango1
2912,Rango5,Rango6,1,0,329,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango4,Rango3
28693,Rango1,,0,0,392,Rango1,Rango3,Rango1,1,Rango2,Rango1,Rango1,Rango1
2501,Rango6,Rango1,1,0,221,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
18127,Rango4,Rango3,0,1,81,Rango2,Rango2,Rango2,1,Rango2,Rango1,Rango1,Rango1
12258,Rango4,Rango1,1,1,81,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
12869,Rango3,Rango4,1,1,246,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
12053,Rango6,Rango6,1,0,381,Rango1,Rango2,Rango2,0,,,,
24458,Rango4,Rango2,1,0,381,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
14292,Rango6,Rango1,1,1,262,Rango1,Rango2,Rango1,0,,,,
26623,Rango1,,0,0,187,Rango1,Rango1,Rango1,1,,,,
16876,Rango3,Rango2,1,1,81,Rango2,Rango2,Rango2,1,Rango5,Rango1,Rango1,Rango1
2903,Rango6,Rango1,0,1,262,Rango1,Rango1,Rango1,1,Rango6,Rango3,Rango1,Rango1
26549,Rango3,Rango1,0,1,81,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
15907,Rango3,Rango3,0,0,399,Rango1,Rango1,Rango1,1,,,,
17488,Rango2,Rango2,1,1,81,Rango2,Rango1,Rango1,1,,,,
17749,Rango3,Rango1,0,1,246,Rango1,Rango1,Rango1,1,,,,
24619,Rango5,Rango3,0,1,262,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
6382,Rango5,Rango1,1,1,263,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
21887,Rango2,Rango1,0,0,344,Rango1,Rango1,Rango1,1,,,,
23899,Rango5,Rango1,1,1,262,Rango1,Rango2,Rango2,1,,,,
6091,Rango5,Rango6,1,1,262,Rango2,Rango2,Rango2,1,Rango6,Rango3,Rango1,Rango6
1416,Rango6,Rango1,1,0,47,Rango1,Rango1,Rango1,1,Rango1,Rango4,Rango4,Rango1
16545,Rango6,Rango1,0,0,47,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
26620,Rango1,,1,1,250,Rango1,Rango1,Rango1,1,,,,
6668,Rango6,Rango1,0,0,47,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
20189,Rango4,Rango5,1,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
19871,Rango1,Rango1,1,0,138,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
20839,Rango3,Rango3,1,1,252,Rango1,Rango1,Rango2,0,Rango4,Rango1,Rango1,Rango2
10850,Rango4,Rango2,1,1,76,Rango1,Rango2,Rango1,1,,,,
23791,Rango2,Rango1,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango4,Rango1,Rango3
28426,Rango3,Rango1,0,1,76,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
26288,Rango3,Rango1,0,0,387,Rango2,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango2
25015,Rango5,Rango2,0,0,175,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango3
11184,Rango6,Rango2,1,0,383,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
24388,Rango3,Rango1,1,1,243,Rango1,Rango2,Rango1,0,,,,
22577,Rango4,Rango1,0,1,272,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
23173,Rango2,Rango1,0,1,270,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango2
20995,Rango1,Rango1,0,1,243,Rango1,Rango1,Rango2,1,,,,
27034,Rango2,Rango1,1,1,283,Rango2,Rango1,Rango1,0,Rango2,Rango1,Rango1,Rango1
22645,Rango6,Rango1,0,1,275,Rango1,Rango1,Rango1,1,Rango3,Rango2,Rango6,Rango1
22642,Rango2,Rango2,0,0,145,Rango1,Rango3,Rango1,1,,,,
9722,Rango3,Rango4,1,1,283,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango2,Rango5
15237,Rango4,Rango2,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
25609,Rango3,Rango1,1,1,283,Rango1,Rango1,Rango1,1,,,,
15771,Rango3,Rango6,1,1,244,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango6
13334,Rango2,Rango3,1,1,275,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
19598,Rango2,Rango2,0,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
22790,Rango2,Rango3,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10939,Rango4,Rango2,1,1,283,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
28358,Rango1,Rango1,1,1,275,Rango1,Rango2,Rango1,1,,,,
28456,Rango1,Rango1,1,1,275,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango1
19676,Rango1,Rango6,1,1,275,Rango1,Rango2,Rango2,1,Rango6,Rango1,Rango1,Rango6
19535,Rango1,Rango1,1,1,244,Rango1,Rango1,Rango1,1,,,,
16083,Rango5,Rango1,0,1,275,Rango1,Rango2,Rango1,1,,,,
9050,Rango5,Rango6,1,1,275,Rango1,Rango1,Rango3,1,Rango1,Rango1,Rango5,Rango1
24699,Rango1,Rango3,0,1,257,Rango1,Rango2,Rango1,1,Rango1,Rango5,Rango1,Rango1
9918,Rango3,Rango2,0,1,257,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
13406,Rango3,Rango1,0,1,283,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
24013,Rango4,Rango1,0,1,275,Rango1,Rango1,Rango1,1,Rango5,Rango1,Rango1,Rango6
22881,Rango5,Rango1,0,1,283,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
9672,Rango5,Rango4,0,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango4,Rango1
18823,Rango4,Rango3,1,1,275,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
24997,Rango5,Rango1,0,0,219,Rango1,Rango1,Rango2,0,Rango1,Rango4,Rango1,Rango1
11122,Rango3,Rango4,0,1,275,Rango1,Rango2,Rango1,1,,,,
19214,Rango2,Rango1,1,1,257,Rango1,Rango1,Rango1,0,Rango1,Rango2,Rango1,Rango1
15329,Rango3,Rango3,1,1,257,Rango1,Rango1,Rango1,1,,,,
12590,Rango3,Rango2,1,1,257,Rango1,Rango2,Rango1,1,,,,
10301,Rango3,Rango3,0,1,275,Rango1,Rango2,Rango1,1,Rango3,Rango3,Rango1,Rango1
1790,Rango6,Rango5,0,1,271,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
5560,Rango6,Rango1,1,1,271,Rango1,Rango1,Rango1,1,,,,
3007,Rango5,Rango1,1,1,271,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango1
10981,Rango3,Rango3,1,1,255,Rango1,Rango1,Rango2,1,,,,
10561,Rango3,Rango5,0,1,79,Rango1,Rango2,Rango2,1,Rango4,Rango1,Rango1,Rango1
17300,Rango3,Rango1,1,1,271,Rango1,Rango1,Rango1,1,,,,
4520,Rango6,Rango5,1,1,271,Rango2,Rango3,Rango1,0,Rango6,Rango1,Rango1,Rango1
11632,Rango5,Rango1,1,1,255,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
14632,Rango3,Rango1,1,1,80,Rango1,Rango3,Rango1,1,Rango2,Rango1,Rango1,Rango5
16933,Rango3,Rango1,1,1,271,Rango1,Rango1,Rango1,0,Rango4,Rango1,Rango6,Rango4
504,Rango6,Rango1,0,1,262,Rango1,Rango1,Rango1,0,Rango1,Rango2,Rango2,Rango3
25799,Rango3,Rango3,1,1,81,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango4
22389,Rango4,Rango2,0,1,246,Rango1,Rango1,Rango1,0,,,,
1129,Rango6,Rango2,0,1,289,Rango1,Rango1,Rango1,1,,,,
19490,Rango5,Rango6,1,1,262,Rango1,Rango1,Rango1,1,,,,
28641,Rango1,Rango1,1,0,392,Rango1,Rango1,Rango1,1,,,,
9193,Rango6,Rango2,1,0,221,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
28776,Rango4,Rango2,1,1,246,Rango1,Rango1,Rango1,1,,,,
2319,Rango5,Rango6,1,1,246,Rango1,Rango3,Rango1,1,Rango1,Rango1,Rango1,Rango1
15248,Rango2,Rango6,1,1,262,Rango1,Rango1,Rango2,1,Rango3,Rango1,Rango6,Rango1
20016,Rango1,Rango2,1,1,262,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
13344,Rango5,Rango2,1,0,186,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
22691,Rango2,Rango1,0,0,187,Rango1,Rango2,Rango1,1,,,,
6695,Rango2,Rango6,1,1,262,Rango2,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango5
9896,Rango4,Rango4,1,0,381,Rango1,Rango2,Rango2,1,Rango4,Rango2,Rango1,Rango1
3038,Rango5,Rango1,0,0,392,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
17827,Rango1,Rango2,1,1,246,Rango1,Rango2,Rango1,1,,,,
24158,Rango5,Rango1,1,1,298,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
12156,Rango3,Rango2,0,0,212,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango1
17704,Rango2,Rango2,1,0,153,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
24052,Rango4,Rango2,1,1,250,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
27091,Rango1,,0,1,76,Rango1,Rango1,Rango1,1,,,,
14884,Rango2,Rango2,1,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
29932,Rango4,Rango1,0,1,250,Rango1,Rango1,Rango1,0,,,,
24930,Rango2,Rango1,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
20343,Rango3,Rango1,1,0,225,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
15768,Rango3,Rango1,1,0,320,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
22735,Rango3,Rango6,1,1,254,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango4,Rango1
27198,Rango3,Rango3,1,1,254,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
16494,Rango3,Rango3,1,0,361,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
10892,Rango4,Rango6,1,1,245,Rango1,Rango2,Rango2,1,Rango6,Rango1,Rango1,Rango1
15191,Rango5,Rango2,1,1,254,Rango1,Rango1,Rango1,1,,,,
2297,Rango5,Rango3,1,1,254,Rango1,Rango1,Rango2,0,Rango2,Rango1,Rango3,Rango1
9334,Rango5,Rango6,1,1,254,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango3,Rango1
26526,Rango1,,0,1,254,Rango1,Rango1,Rango1,1,,,,
25967,Rango2,Rango1,1,1,254,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
5747,Rango5,Rango1,1,1,254,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
20215,Rango2,Rango2,0,0,361,Rango2,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
8369,Rango5,Rango6,0,0,361,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
6707,Rango6,Rango6,0,1,285,Rango1,Rango1,Rango2,1,Rango1,Rango5,Rango1,Rango2
6698,Rango5,Rango6,0,1,280,Rango3,Rango1,Rango2,1,Rango6,Rango1,Rango4,Rango1
6978,Rango6,Rango3,0,1,280,Rango1,Rango2,Rango2,1,Rango1,Rango2,Rango1,Rango3
26202,Rango1,Rango2,1,0,143,Rango1,Rango1,Rango1,1,,,,
14140,Rango4,Rango1,0,1,280,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango5,Rango1
9788,Rango4,Rango3,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
21940,Rango2,Rango2,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango3
7198,Rango6,Rango1,1,0,191,Rango1,Rango1,Rango1,0,Rango3,Rango1,Rango1,Rango1
27800,Rango5,Rango6,0,1,247,Rango1,Rango2,Rango2,1,Rango3,Rango1,Rango1,Rango2
28332,Rango1,Rango1,0,0,30,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
13394,Rango5,Rango1,0,0,34,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango2
11247,Rango5,Rango2,1,0,89,Rango1,Rango1,Rango2,0,Rango3,Rango1,Rango1,Rango6
18920,Rango6,Rango1,1,0,191,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
6739,Rango4,Rango6,1,0,345,Rango1,Rango2,Rango1,1,Rango1,Rango3,Rango1,Rango1
5386,Rango6,Rango1,1,1,247,Rango1,Rango2,Rango1,0,,,,
25119,Rango5,Rango1,0,1,243,Rango1,Rango1,Rango1,0,,,,
24392,Rango2,Rango1,1,1,243,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
3382,Rango6,Rango3,1,0,193,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3436,Rango6,Rango1,1,1,241,Rango1,Rango1,Rango1,0,,,,
11175,Rango4,Rango2,0,1,273,Rango1,Rango2,Rango2,1,Rango1,Rango3,Rango1,Rango6
9445,Rango6,Rango5,1,1,273,Rango1,Rango1,Rango2,0,Rango1,Rango2,Rango1,Rango3
23694,Rango3,Rango2,1,1,291,Rango1,Rango3,Rango2,1,Rango3,Rango5,Rango1,Rango1
8763,Rango4,Rango6,1,1,241,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
15040,Rango3,Rango1,1,1,241,Rango2,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
23980,Rango1,Rango3,0,1,268,Rango1,Rango3,Rango1,1,Rango1,Rango1,Rango1,Rango1
21894,Rango4,Rango6,1,0,412,Rango1,Rango1,Rango2,0,Rango2,Rango1,Rango2,Rango1
9293,Rango2,Rango2,0,1,273,Rango1,Rango1,Rango1,1,,,,
13086,Rango4,Rango1,1,0,412,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
18096,Rango3,Rango3,0,1,273,Rango1,Rango1,Rango1,1,Rango1,Rango4,Rango1,Rango2
25828,Rango2,Rango1,1,1,268,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
9899,Rango3,Rango5,0,1,268,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango3,Rango1
10182,Rango4,Rango1,1,1,273,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
4285,Rango5,Rango3,0,1,260,Rango1,Rango1,Rango2,0,Rango1,Rango3,Rango1,Rango1
20838,Rango2,Rango2,1,1,268,Rango1,Rango1,Rango1,1,,,,
22901,Rango4,Rango4,1,0,39,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
9836,Rango6,Rango1,0,0,42,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango5,Rango5
23450,Rango6,Rango1,0,1,241,Rango1,Rango1,Rango1,1,,,,
29538,Rango1,Rango1,1,1,273,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
22821,Rango2,Rango2,1,1,268,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
18405,Rango5,Rango3,1,1,283,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
9876,Rango4,Rango1,1,1,257,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
214,Rango6,Rango6,0,1,257,Rango1,Rango1,Rango2,1,Rango1,Rango4,Rango1,Rango1
18040,Rango2,Rango1,0,1,257,Rango1,Rango1,Rango1,1,,,,
